1697014903.727,44.79,1800.0,0.0,9.4
1697014904.733,44.79,700.0,0.2,9.4
1697014905.739,44.303,600.0,0.2,9.4
1697014906.742,44.79,1800.0,23.8,9.4
1697014907.745,44.79,1800.0,0.0,9.4
1697014908.748,45.764,1800.0,16.3,9.6
1697014909.751,46.738,1800.0,30.2,10.1
1697014910.755,45.764,1800.0,29.3,10.5
1697014911.758,46.251,1800.0,34.0,10.4
1697014912.761,49.173,1800.0,51.6,10.7
1697014913.764,48.199,1800.0,34.9,10.9
1697014914.767,47.225,1800.0,3.0,10.9
1697014915.770,47.712,1800.0,2.0,10.9
1697014916.775,46.251,700.0,2.5,10.9
1697014917.780,45.277,700.0,2.2,10.9
1697014918.785,47.712,1800.0,19.5,10.9
1697014919.788,46.251,1800.0,10.5,11.0
1697014920.791,47.225,1800.0,3.5,10.9
1697014921.794,46.738,1800.0,3.0,10.9
1697014922.797,46.738,1800.0,2.0,11.0
1697014923.803,46.738,600.0,3.0,11.0
1697014924.806,45.764,1800.0,14.0,10.8
1697014925.809,47.225,1800.0,14.3,11.1
1697014926.812,45.764,1800.0,1.7,11.1
1697014927.815,45.764,1800.0,2.0,11.1
1697014928.818,47.225,1800.0,3.5,11.1
1697014929.823,46.251,600.0,3.0,11.1
1697014930.827,47.712,1800.0,15.5,10.9
1697014931.830,46.738,1800.0,13.0,11.1
1697014932.833,46.251,1800.0,1.7,11.1
1697014933.836,46.738,1800.0,3.5,10.9
1697014934.839,47.225,1800.0,2.2,10.9
1697014935.845,45.764,700.0,1.7,10.9
1697014936.848,46.738,1800.0,17.5,10.6
1697014937.851,46.738,1800.0,10.6,10.7
1697014938.854,46.738,1800.0,2.2,10.7
1697014939.857,47.225,1800.0,2.5,10.7
1697014940.860,47.225,1800.0,2.0,10.7
1697014941.866,46.251,600.0,2.7,10.7
1697014942.870,49.173,1800.0,27.3,10.4
1697014943.873,47.225,1800.0,18.5,10.6
1697014944.876,47.225,1800.0,2.7,10.6
1697014945.879,47.225,1800.0,2.7,10.6
1697014946.882,46.738,1800.0,2.2,10.6
1697014947.887,47.712,700.0,2.7,10.7
1697014948.892,47.225,1800.0,16.4,10.4
1697014949.895,47.225,1800.0,13.8,10.6
1697014950.898,47.712,1800.0,3.2,10.6
1697014951.901,47.225,1800.0,2.2,10.6
1697014952.904,47.225,1800.0,1.7,10.6
1697014953.909,46.251,700.0,2.7,10.7
1697014954.912,48.199,1800.0,10.7,10.2
1697014955.915,47.225,1800.0,18.0,10.6
1697014956.918,47.225,1800.0,2.3,10.6
1697014957.921,47.712,1800.0,3.2,10.6
1697014958.924,48.199,1800.0,2.0,10.6
1697014959.929,47.712,900.0,2.7,10.6
1697014960.932,48.199,1800.0,11.9,10.2
1697014961.936,47.225,1800.0,16.0,10.6
1697014962.938,47.225,1800.0,1.3,10.6
1697014963.941,46.738,1800.0,2.7,10.6
1697014964.944,47.225,1800.0,1.5,10.7
1697014965.950,47.712,600.0,1.7,10.7
1697014966.954,47.712,1800.0,13.2,10.4
1697014967.957,47.225,1800.0,14.3,10.6
1697014968.960,47.225,1800.0,2.0,10.6
1697014969.963,47.225,1800.0,2.0,10.6
1697014970.966,48.199,1800.0,1.5,10.7
1697014971.971,46.251,600.0,2.2,10.7
1697014972.975,48.686,1800.0,15.3,10.4
1697014973.978,47.712,1800.0,13.2,10.6
1697014974.981,48.686,1800.0,2.0,10.6
1697014975.984,48.199,1800.0,2.5,10.6
1697014976.987,47.712,1800.0,1.5,10.7
1697014977.993,48.199,600.0,1.7,10.7
1697014978.997,47.712,1800.0,12.5,10.2
1697014980.000,48.199,1800.0,16.8,10.6
1697014981.003,48.199,1800.0,2.2,10.6
1697014982.006,48.199,1800.0,1.5,10.6
1697014983.009,46.738,1800.0,1.7,10.6
1697014984.015,47.225,600.0,2.2,10.6
1697014985.018,47.712,1800.0,8.0,10.1
1697014986.021,49.173,1800.0,20.0,10.6
1697014987.024,48.199,1800.0,2.2,10.6
1697014988.027,46.738,1800.0,1.7,10.6
1697014989.030,47.712,1800.0,2.2,10.7
1697014990.035,47.712,700.0,2.0,10.7
1697014991.043,47.225,700.0,4.5,10.5
1697014992.046,47.225,1800.0,24.3,10.6
1697014993.049,48.199,1800.0,2.0,10.6
1697014994.052,48.199,1800.0,2.7,10.7
1697014995.055,47.712,1800.0,1.7,10.7
1697014996.058,46.738,1800.0,2.2,10.7
1697014997.062,46.738,1800.0,5.8,10.0
1697014998.065,48.686,1800.0,21.5,10.7
1697014999.068,48.686,1800.0,2.5,10.7
1697015000.071,47.225,1800.0,2.0,10.7
1697015001.074,48.199,1800.0,2.2,10.7
1697015002.079,47.712,700.0,2.2,10.7
1697015003.085,47.712,600.0,3.5,10.6
1697015004.088,47.712,1800.0,26.7,10.7
1697015005.091,48.199,1800.0,1.7,10.7
1697015006.094,48.199,1800.0,1.7,10.7
1697015007.097,48.199,1800.0,1.7,10.7
1697015008.100,48.686,1800.0,2.0,10.7
1697015009.105,47.712,1500.0,5.2,10.6
1697015010.108,48.199,1800.0,23.6,10.7
1697015011.111,48.199,1800.0,2.0,10.6
1697015012.114,48.686,1800.0,1.5,10.6
1697015013.117,48.686,1800.0,2.2,10.6
1697015014.123,48.199,700.0,2.5,10.6
1697015015.128,47.225,700.0,3.2,10.6
1697015016.131,48.686,1800.0,27.0,10.6
1697015017.134,48.199,1800.0,1.7,10.6
1697015018.137,48.686,1800.0,1.5,10.6
1697015019.140,47.712,1800.0,2.2,10.7
1697015020.143,48.686,1800.0,1.7,10.7
1697015021.149,48.199,700.0,2.7,10.6
1697015022.152,48.686,1800.0,25.8,10.7
1697015023.155,48.199,1800.0,2.2,10.7
1697015024.158,48.686,1800.0,2.0,10.7
1697015025.161,48.686,1800.0,2.2,10.7
1697015026.164,47.712,1800.0,2.0,10.7
1697015027.169,47.712,850.0,2.2,10.7
1697015028.172,49.66,1800.0,24.9,10.6
1697015029.175,48.686,1800.0,3.5,10.7
1697015030.178,47.712,1800.0,2.0,10.6
1697015031.181,49.173,1800.0,1.7,10.7
1697015032.184,49.173,1800.0,1.7,10.7
1697015033.190,47.712,600.0,2.2,10.7
1697015034.195,49.173,1800.0,24.2,10.6
1697015035.198,48.686,1800.0,3.8,10.6
1697015036.200,49.173,1800.0,1.7,10.6
1697015037.204,48.199,1800.0,1.5,10.7
1697015038.207,48.199,1800.0,1.7,10.7
1697015039.213,47.712,600.0,2.5,10.7
1697015040.217,48.199,1800.0,15.2,10.5
1697015041.220,49.173,1800.0,13.0,10.7
1697015042.223,48.199,1800.0,2.2,10.7
1697015043.226,48.686,1800.0,1.7,10.7
1697015044.229,48.686,1800.0,2.2,10.7
1697015045.235,48.686,600.0,1.7,10.7
1697015046.238,50.147,1800.0,16.5,10.5
1697015047.241,49.173,1800.0,11.5,10.6
1697015048.244,48.686,1800.0,1.3,10.6
1697015049.247,48.686,1800.0,2.5,10.7
1697015050.250,48.686,1800.0,1.5,10.7
1697015051.255,47.712,700.0,2.2,10.7
1697015052.259,49.173,1800.0,20.3,10.6
1697015053.262,48.686,1800.0,6.3,10.7
1697015054.265,48.686,1800.0,2.5,10.7
1697015055.268,49.173,1800.0,1.7,10.7
