Temps,Delay
1697464196479.0,4
1697464201485.0,5
1697464206486.0,5
1697464211491.0,5
1697464216492.0,4
1697464221494.0,5
1697464226499.0,4
1697464231499.0,4
1697464236500.0,4
1697464241504.0,5
1697464246506.0,5
1697464251506.0,5
1697464256510.0,5
1697464261511.0,5
1697464266512.0,5
1697464271517.0,4
1697464276520.0,5
1697464281521.0,5
1697464286526.0,5
1697464291528.0,5
1697464296526.0,3
1697464301528.0,5
1697464306528.0,5
1697464311528.0,5
1697464316528.0,5
1697464321528.0,5
1697464326526.0,2
1697464331533.0,4
1697464336534.0,3
1697464341536.0,4
1697464346540.0,3
1697464351546.0,3
1697464356548.0,5
1697464361552.0,4
1697464366553.0,3
1697464371554.0,4
1697464376557.0,3
1697464381556.0,2
1697464386559.0,4
1697464391564.0,5
1697464396566.0,5
1697464401567.0,5
1697464406571.0,4
1697464411572.0,4
1697464416573.0,5
1697464421578.0,5
1697464426576.0,3
1697464431576.0,3
1697464436576.0,3
1697464441576.0,2
1697464446577.0,2
1697464451578.0,3
1697464456582.0,5
1697464461582.0,5
1697464466585.0,3
1697464471592.0,5
1697464476592.0,4
1697464481597.0,4
1697464486597.0,2
1697464491597.0,2
1697464496603.0,4
1697464501607.0,4
1697464506612.0,8
1697464511617.0,8
1697464516616.0,5
1697464521616.0,4
1697464526617.0,4
1697464531618.0,5
1697464536618.0,5
1697464541619.0,6
1697464546617.0,4
1697464551617.0,4
1697464556617.0,4
1697464561619.0,3
1697464566621.0,5
1697464571621.0,5
1697464576623.0,5
1697464581623.0,5
1697464586623.0,4
1697464591629.0,5
1697464596629.0,5
1697464601629.0,5
1697464606631.0,5
1697464611631.0,5
1697464616635.0,5
1697464621640.0,5
1697464626641.0,5
1697464631648.0,7
1697464636646.0,5
1697464641646.0,5
1697464646651.0,5
1697464651656.0,5
1697464656657.0,5
1697464661662.0,5
1697464666662.0,5
1697464671662.0,5
1697464676664.0,4
1697464681664.0,3
1697464686667.0,5
1697464691671.0,4
1697464696674.0,5
1697464701675.0,5
1697464706680.0,5
1697464711680.0,5
1697464716680.0,4
1697464721686.0,7
1697464726686.0,4
1697464731687.0,5
1697464736691.0,5
1697464741693.0,5
1697464746694.0,5
1697464751694.0,5
1697464756696.0,5
1697464761697.0,5
1697464766702.0,5
1697464771707.0,4
1697464776708.0,5
1697464781708.0,5
1697464786710.0,6
1697464791709.0,5
1697464796712.0,5
1697464801717.0,5
1697464806718.0,5
1697464811724.0,7
1697464816724.0,5
1697464821725.0,5
1697464826726.0,5
1697464831731.0,5
1697464836731.0,4
1697464841737.0,5
1697464846737.0,4
1697464851738.0,4
1697464856742.0,5
1697464861747.0,5
1697464866747.0,4
1697464871751.0,5
1697464876753.0,4
1697464881754.0,5
1697464886759.0,5
1697464891762.0,5
1697464896762.0,5
1697464901768.0,5
1697464906768.0,5
1697464911768.0,5
1697464916772.0,5
1697464921772.0,5
1697464926772.0,4
1697464931778.0,5
1697464936778.0,5
1697464941779.0,5
1697464946784.0,7
1697464951787.0,4
1697464956788.0,5
1697464961793.0,5
1697464966794.0,5
1697464971794.0,4
1697464976799.0,5
1697464981805.0,5
1697464986806.0,5
1697464991808.0,7
1697464996806.0,5
1697465001806.0,5
1697465006806.0,5
1697465011810.0,4
1697465016811.0,5
1697465021819.0,8
1697465026816.0,5
1697465031816.0,5
1697465036820.0,5
1697465041825.0,5
1697465046825.0,5
1697465051830.0,5
1697465056830.0,5
1697465061830.0,5
1697465066834.0,5
1697465071839.0,5
1697465076840.0,5
1697465081840.0,5
1697465086840.0,5
1697465091840.0,5
1697465096841.0,5
1697465101846.0,5
1697465106847.0,5
1697465111848.0,4
1697465116851.0,5
1697465121851.0,4
1697465126856.0,5
1697465131856.0,5
1697465136856.0,5
1697465141859.0,3
1697465146865.0,5
1697465151865.0,6
1697465156869.0,6
1697465161874.0,6
1697465166874.0,6
1697465171879.0,6
1697465176881.0,6
1697465181882.0,6
1697465186887.0,6
1697465191893.0,6
1697465196894.0,6
1697465201899.0,6
1697465206902.0,6
1697465211903.0,7
1697465216906.0,6
1697465221911.0,6
1697465226912.0,6
1697465231917.0,6
1697465236919.0,6
1697465241922.0,8
1697465246925.0,6
1697465251931.0,7
1697465256931.0,6
1697465261937.0,6
1697465266940.0,7
1697465271940.0,6
1697465276945.0,7
1697465281949.0,6
1697465286950.0,6
1697465291956.0,6
1697465296959.0,6
1697465301961.0,7
1697465306965.0,6
1697465311971.0,6
1697465316973.0,7
1697465321977.0,6
1697465326980.0,6
1697465331982.0,8
1697465336984.0,6
1697465341990.0,7
1697465346990.0,6
1697465351995.0,6
1697465356997.0,6
1697465361998.0,6
1697465367003.0,6
1697465372005.0,6
1697465377006.0,6
1697465382012.0,7
1697465387014.0,6
1697465392013.0,6
1697465397018.0,6
1697465402024.0,7
1697465407024.0,6
1697465412029.0,6
1697465417031.0,6
1697465422032.0,6
1697465427038.0,6
1697465432043.0,6
1697465437044.0,6
1697465442050.0,7
1697465447051.0,6
1697465452051.0,5
1697465457056.0,6
1697465462061.0,6
1697465467062.0,6
1697465472068.0,6
1697465477071.0,7
1697465482071.0,6
1697465487076.0,6
1697465492082.0,7
1697465497083.0,6
1697465502088.0,6
1697465507091.0,6
1697465512091.0,6
1697465517092.0,7
1697465522093.0,6
1697465527095.0,7
1697465532099.0,6
1697465537102.0,6
1697465542103.0,6
1697465547108.0,6
1697465552114.0,7
1697465557116.0,7
1697465562120.0,6
1697465567122.0,6
1697465572123.0,7
1697465577128.0,7
1697465582132.0,6
1697465587133.0,6
1697465592138.0,6
1697465597140.0,6
1697465602141.0,6
1697465607147.0,7
1697465612151.0,6
1697465617152.0,6
1697465622157.0,6
1697465627160.0,6
1697465632161.0,6
1697465637164.0,6
1697465642170.0,7
1697465647170.0,6
1697465652176.0,7
1697465657178.0,6
1697465662180.0,7
1697465667184.0,6
1697465672189.0,6
1697465677191.0,6
1697465682196.0,6
1697465687199.0,6
1697465692199.0,6
1697465697207.0,10
1697465702208.0,6
1697465707209.0,6
1697465712214.0,6
1697465717217.0,6
1697465722218.0,6
1697465727223.0,6
1697465732228.0,5
1697465737229.0,6
1697465742235.0,7
1697465747237.0,6
1697465752241.0,10
1697465757242.0,7
1697465762247.0,7
1697465767248.0,7
1697465772253.0,7
1697465777256.0,7
1697465782257.0,6
1697465787261.0,6
1697465792268.0,8
1697465797268.0,7
1697465802273.0,6
1697465807276.0,7
1697465812276.0,7
1697465817280.0,7
1697465822285.0,7
1697465827287.0,8
1697465832290.0,6
1697465837294.0,7
1697465842297.0,9
1697465847300.0,7
1697465852305.0,6
1697465857310.0,7
1697465862315.0,7
1697465867318.0,7
1697465872318.0,6
1697465877323.0,7
1697465882328.0,7
1697465887329.0,7
1697465892333.0,6
1697465897337.0,7
1697465902337.0,6
1697465907342.0,6
1697465912347.0,6
1697465917350.0,7
1697465922355.0,7
1697465927358.0,7
1697465932358.0,6
1697465937363.0,7
1697465942368.0,7
1697465947368.0,6
1697465952373.0,6
1697465957376.0,6
1697465962377.0,6
1697465967382.0,6
1697465972388.0,7
1697465977388.0,6
1697465982393.0,6
1697465987396.0,6
1697465992397.0,7
1697465997401.0,6
1697466002407.0,6
1697466007409.0,7
1697466012413.0,6
1697466017417.0,7
1697466022418.0,6
1697466027423.0,6
1697466032428.0,6
1697466037427.0,4
1697466042435.0,7
1697466047437.0,6
1697466052438.0,6
1697466057443.0,7
1697466062448.0,7
1697466067449.0,6
1697466072454.0,7
1697466077457.0,7
1697466082458.0,6
1697466087464.0,7
1697466092469.0,7
1697466097468.0,4
1697466102476.0,7
1697466107478.0,6
1697466112479.0,6
1697466117484.0,6
1697466122490.0,6
1697466127492.0,6
1697466132498.0,7
1697466137501.0,7
1697466142502.0,7
1697466147507.0,7
1697466152512.0,6
1697466157513.0,6
1697466162519.0,7
1697466167522.0,7
1697466172523.0,7
1697466177528.0,7
1697466182533.0,7
1697466187534.0,7
1697466192539.0,6
1697466197543.0,7
1697466202544.0,7
1697466207549.0,7
1697466212554.0,6
1697466217557.0,7
1697466222562.0,7
1697466227565.0,6
1697466232564.0,6
1697466237569.0,6
1697466242574.0,7
1697466247575.0,7
1697466252580.0,6
1697466257585.0,8
1697466262585.0,7
1697466267589.0,6
1697466272594.0,6
1697466277596.0,7
1697466282601.0,7
1697466287604.0,7
1697466292603.0,6
1697466297608.0,7
1697466302612.0,6
1697466307614.0,7
1697466312619.0,7
1697466317622.0,7
1697466322623.0,7
1697466327628.0,7
1697466332629.0,2
1697466337635.0,7
1697466342641.0,8
1697466347642.0,6
1697466352642.0,6
1697466357647.0,7
1697466362652.0,7
1697466367653.0,6
1697466372659.0,7
1697466377661.0,6
1697466382663.0,7
1697466387668.0,7
1697466392673.0,6
1697466397675.0,7
1697466402679.0,6
1697466407682.0,6
1697466412682.0,6
1697466417688.0,7
1697466422692.0,6
1697466427696.0,8
1697466432700.0,6
1697466437703.0,6
1697466442705.0,7
1697466447710.0,7
1697466452715.0,7
1697466457716.0,7
1697466462721.0,7
1697466467724.0,7
1697466472724.0,7
1697466477728.0,6
1697466482734.0,7
1697466487734.0,6
1697466492739.0,6
1697466497742.0,6
1697466502743.0,6
1697466507748.0,6
1697466512753.0,6
1697466517753.0,4
1697466522757.0,3
1697466527764.0,7
1697466532764.0,7
1697466537769.0,7
1697466542774.0,7
1697466547775.0,6
1697466552780.0,6
1697466557784.0,7
1697466562784.0,6
1697466567789.0,6
1697466572794.0,6
1697466577796.0,7
1697466582801.0,6
1697466587804.0,6
1697466592805.0,7
1697466597809.0,6
1697466602816.0,8
1697466607816.0,7
1697466612820.0,6
1697466617824.0,7
1697466622825.0,6
1697466627830.0,6
1697466632836.0,7
1697466637837.0,6
1697466642842.0,6
1697466647846.0,6
1697466652847.0,7
1697466657851.0,7
1697466662856.0,7
1697466667857.0,7
1697466672861.0,6
1697466677865.0,7
1697466682866.0,6
1697466687871.0,6
1697466692877.0,7
1697466697878.0,7
1697466702882.0,6
1697466707886.0,7
1697466712886.0,7
1697466717890.0,6
1697466722895.0,6
1697466727897.0,6
1697466732903.0,7
1697466737906.0,7
1697466742907.0,6
1697466747912.0,6
1697466752917.0,6
1697466757919.0,6
1697466762925.0,6
1697466767929.0,6
1697466772930.0,7
1697466777936.0,8
1697466782940.0,7
1697466787941.0,6
1697466792946.0,6
1697466797950.0,6
1697466802952.0,7
1697466807956.0,6
1697466812962.0,6
1697466817964.0,6
1697466822969.0,7
1697466827972.0,7
1697466832971.0,6
1697466837976.0,6
1697466842981.0,6
1697466847983.0,6
1697466852989.0,6
1697466857993.0,7
1697466862994.0,6
1697466868003.0,9
1697466873005.0,6
1697466878007.0,6
1697466883013.0,7
1697466888015.0,6
1697466893015.0,6
1697466898020.0,6
1697466903025.0,6
1697466908026.0,6
1697466913031.0,6
1697466918034.0,6
1697466923036.0,7
1697466928040.0,6
1697466933045.0,6
1697466938047.0,6
1697466943052.0,6
1697466948055.0,6
1697466953055.0,6
1697466958062.0,8
1697466963065.0,6
1697466968067.0,6
1697466973072.0,6
1697466978075.0,6
1697466983077.0,7
1697466988082.0,6
1697466993087.0,6
1697466998089.0,6
1697467003093.0,6
1697467008096.0,6
1697467013096.0,6
1697467018101.0,6
1697467023106.0,6
1697467028107.0,6
1697467033112.0,5
1697467038116.0,6
1697467043118.0,6
1697467048125.0,8
1697467053128.0,6
1697467058130.0,6
1697467063136.0,7
1697467068135.0,6
1697467073135.0,6
1697467078140.0,6
1697467083146.0,6
1697467088148.0,6
1697467093153.0,6
1697467098157.0,6
1697467103159.0,6
1697467108164.0,6
1697467113169.0,5
1697467118172.0,6
1697467123177.0,6
1697467128177.0,6
1697467133177.0,6
1697467138183.0,6
1697467143188.0,6
1697467148190.0,6
1697467153195.0,5
1697467158200.0,6
1697467163203.0,7
1697467168207.0,6
1697467173212.0,6
1697467178233.0,25
1697467183216.0,3
1697467188218.0,5
1697467193221.0,8
1697467198226.0,8
1697467203231.0,8
1697467208233.0,8
1697467213238.0,8
1697467218242.0,8
1697467223244.0,9
1697467228248.0,8
1697467233253.0,8
1697467238255.0,8
1697467243260.0,8
1697467248259.0,7
1697467253259.0,7
1697467258265.0,8
1697467263270.0,8
1697467268274.0,11
1697467273277.0,8
1697467278280.0,8
1697467283281.0,7
1697467288287.0,8
1697467293292.0,8
1697467298294.0,8
1697467303299.0,7
1697467308300.0,8
1697467313300.0,7
1697467318306.0,7
1697467323311.0,8
1697467328313.0,8
1697467333318.0,7
1697467338323.0,8
1697467343325.0,8
1697467348332.0,10
1697467353335.0,8
1697467358337.0,8
1697467363342.0,7
1697467368343.0,8
1697467373343.0,8
1697467378348.0,7
1697467383353.0,8
1697467388355.0,8
1697467393360.0,8
1697467398364.0,8
1697467403365.0,7
1697467408371.0,8
1697467413376.0,8
1697467418378.0,8
1697467423384.0,8
1697467428383.0,8
1697467433383.0,7
1697467438389.0,8
1697467443394.0,8
1697467448395.0,7
1697467453401.0,8
1697467458405.0,8
1697467463407.0,8
1697467468413.0,8
1697467473418.0,8
1697467478420.0,8
1697467483425.0,8
1697467488425.0,8
1697467493425.0,7
1697467498431.0,8
1697467503436.0,8
1697467508437.0,7
1697467513443.0,8
1697467518448.0,9
1697467523444.0,3
1697467528454.0,8
1697467533460.0,8
1697467538462.0,8
1697467543469.0,10
1697467548467.0,7
1697467553469.0,8
1697467558473.0,7
1697467563479.0,7
1697467568481.0,7
1697467573489.0,10
1697467578490.0,7
1697467583492.0,8
1697467588497.0,8
1697467593502.0,7
1697467598504.0,7
1697467603510.0,8
1697467608510.0,8
1697467613511.0,8
1697467618516.0,8
1697467623521.0,7
1697467628523.0,8
1697467633527.0,7
1697467638532.0,8
1697467643533.0,7
1697467648538.0,7
1697467653546.0,10
1697467658546.0,8
1697467663551.0,8
1697467668551.0,8
1697467673551.0,8
1697467678556.0,8
1697467683561.0,8
1697467688562.0,7
1697467693567.0,7
1697467698571.0,7
1697467703573.0,7
1697467708578.0,7
1697467713583.0,7
1697467718586.0,8
1697467723590.0,7
1697467728590.0,7
1697467733591.0,7
1697467738598.0,9
1697467743602.0,8
1697467748603.0,7
1697467753609.0,7
1697467758614.0,8
1697467763615.0,7
1697467768620.0,7
1697467773625.0,7
1697467778627.0,7
1697467783632.0,7
1697467788632.0,7
1697467793632.0,7
1697467798637.0,7
1697467803642.0,7
1697467808644.0,7
1697467813645.0,7
1697467818649.0,7
1697467823651.0,7
1697467828657.0,7
1697467833662.0,7
1697467838664.0,7
1697467843669.0,7
1697467848669.0,7
1697467853670.0,8
1697467858674.0,7
1697467863680.0,8
1697467868681.0,7
1697467873686.0,7
1697467878690.0,7
1697467883692.0,7
1697467888698.0,7
1697467893703.0,8
1697467898705.0,8
1697467903709.0,7
1697467908710.0,8
1697467913712.0,10
1697467918714.0,7
1697467923719.0,7
1697467928721.0,7
1697467933726.0,7
1697467938730.0,7
1697467943732.0,6
1697467948738.0,7
1697467953744.0,7
1697467958746.0,7
1697467963751.0,7
1697467968752.0,8
1697467973751.0,7
1697467978756.0,6
1697467983764.0,9
1697467988764.0,7
1697467993769.0,7
1697467998773.0,7
1697468003775.0,7
1697468008780.0,7
1697468013785.0,7
1697468018788.0,7
1697468023793.0,7
1697468028793.0,7
1697468033794.0,7
1697468038799.0,7
1697468043804.0,7
1697468048806.0,7
1697468053811.0,7
1697468058817.0,8
1697468063818.0,7
1697468068824.0,7
1697468073830.0,8
1697468078831.0,7
1697468083836.0,7
1697468088836.0,7
1697468093836.0,7
1697468098842.0,7
1697468103847.0,7
1697468108849.0,7
1697468113854.0,7
1697468118858.0,7
1697468123861.0,8
1697468128867.0,9
1697468133870.0,7
1697468138873.0,7
1697468143878.0,7
1697468148878.0,7
1697468153879.0,7
1697468158884.0,7
1697468163889.0,6
1697468168892.0,7
1697468173897.0,6
1697468178902.0,7
1697468183904.0,7
1697468188909.0,7
1697468193914.0,7
1697468198917.0,7
1697468203921.0,7
1697468208921.0,7
1697468213924.0,9
1697468218928.0,7
1697468223934.0,8
1697468228935.0,7
1697468233941.0,8
1697468238944.0,7
1697468243946.0,7
1697468248951.0,7
1697468253956.0,7
1697468258959.0,7
1697468263968.0,10
1697468268965.0,7
1697468273966.0,7
1697468278971.0,7
1697468283977.0,8
1697468288978.0,7
1697468293983.0,7
1697468298988.0,7
1697468303991.0,7
1697468308996.0,7
1697468314001.0,6
1697468319005.0,8
1697468324009.0,7
1697468329009.0,6
1697468334010.0,6
1697468339016.0,7
,7
1697489888002.0,10
1697489892995.0,3
1697489897995.0,3
1697489902995.0,3
1697489907997.0,4
1697489913000.0,7
1697489917996.0,3
1697489922996.0,4
1697489927996.0,3
1697489932996.0,3
1697489938000.0,6
1697489942997.0,3
1697489947998.0,3
1697489952998.0,3
1697489957997.0,2
1697489962997.0,2
1697489968002.0,7
1697489972998.0,3
1697489977999.0,3
1697489983000.0,4
1697489988000.0,4
1697489993000.0,3
1697489998004.0,7
1697490003000.0,3
1697490008000.0,4
1697490013000.0,3
1697490018000.0,2
1697490023004.0,6
1697490028000.0,3
1697490033000.0,2
1697490038001.0,3
1697490043000.0,2
1697490048001.0,4
1697490053004.0,6
1697490058001.0,3
1697490063002.0,4
1697490068002.0,3
1697490073001.0,3
1697490078002.0,3
1697490083006.0,7
1697490088003.0,3
1697490093004.0,3
1697490098004.0,3
1697490103005.0,3
1697490108006.0,3
1697490113008.0,6
1697490118005.0,3
1697490123006.0,3
1697490128007.0,3
1697490133007.0,3
1697490138011.0,7
1697490143007.0,3
1697490148007.0,3
1697490153007.0,2
1697490158007.0,2
1697490163008.0,3
1697490168010.0,6
1697490173008.0,3
1697490178008.0,3
1697490183008.0,2
1697490188008.0,2
1697490193010.0,4
1697490198014.0,7
1697490203010.0,3
1697490208010.0,2
1697490213011.0,3
1697490218011.0,3
1697490223015.0,7
1697490228010.0,3
1697490233010.0,2
1697490238010.0,2
1697490243010.0,3
1697490248011.0,3
1697490253016.0,8
1697490258012.0,3
1697490263012.0,2
1697490268012.0,2
1697490273012.0,2
1697490278015.0,4
1697490283014.0,2
1697490288014.0,3
1697490293015.0,3
1697490298016.0,3
1697490303016.0,3
1697490308018.0,6
1697490313015.0,2
1697490318015.0,3
1697490323015.0,3
1697490328015.0,2
1697490333019.0,6
1697490338015.0,2
1697490343015.0,2
1697490348015.0,2
1697490353016.0,3
1697490358016.0,3
1697490363019.0,5
1697490368017.0,3
1697490373017.0,2
1697490378018.0,3
1697490383018.0,2
1697490388020.0,4
1697490393023.0,6
1697490398020.0,3
1697490403020.0,2
1697490408021.0,2
1697490413021.0,2
1697490418025.0,6
1697490423022.0,2
1697490428022.0,2
1697490433023.0,3
1697490438023.0,2
1697490443023.0,2
1697490448026.0,5
1697490453024.0,3
1697490458023.0,3
1697490463024.0,3
1697490468024.0,2
1697490473030.0,8
1697490478025.0,3
1697490483025.0,3
1697490488025.0,3
1697490493025.0,3
1697490498026.0,3
1697490503031.0,8
1697490508025.0,2
1697490513027.0,4
1697490518026.0,3
1697490523027.0,3
1697490528026.0,3
1697490533029.0,6
1697490538026.0,2
1697490543026.0,2
1697490548028.0,4
1697490553027.0,3
1697490558031.0,6
1697490563028.0,3
1697490568028.0,2
1697490573028.0,3
1697490578028.0,2
1697490583028.0,3
1697490588030.0,4
1697490593029.0,3
1697490598029.0,2
1697490603029.0,2
1697490608029.0,2
1697490613031.0,4
1697490618029.0,2
1697490623029.0,3
1697490628029.0,2
1697490633030.0,2
1697490638031.0,3
1697490643031.0,2
1697490648034.0,3
1697490653034.0,2
1697490658035.0,3
1697490663034.0,3
1697490668035.0,3
1697490673035.0,3
1697490678038.0,6
1697490683036.0,4
1697490688036.0,3
1697490693037.0,3
1697490698039.0,6
1697490703037.0,3
1697490708039.0,6
1697490713041.0,7
1697490718036.0,2
1697490723046.0,12
1697490728037.0,4
1697490733039.0,5
1697490738037.0,3
1697490743038.0,3
1697490748038.0,3
1697490753039.0,3
1697490758040.0,3
1697490763042.0,4
1697490768041.0,3
1697490773041.0,3
1697490778041.0,2
1697490783041.0,2
1697490788043.0,4
1697490793042.0,3
1697490798042.0,2
1697490803043.0,3
1697490808042.0,3
1697490813044.0,4
1697490818042.0,2
1697490823043.0,3
1697490828044.0,4
1697490833044.0,4
1697490838043.0,3
1697490843048.0,7
1697490848045.0,4
1697490853046.0,6
1697490858044.0,3
1697490863044.0,3
1697490868044.0,3
1697490873044.0,2
1697490878044.0,2
1697490883045.0,4
1697490888043.0,2
1697490893044.0,3
1697490898044.0,2
1697490903044.0,2
1697490908044.0,2
1697490913045.0,4
1697490918045.0,3
1697490923045.0,3
1697490928045.0,3
1697490933045.0,2
1697490938045.0,3
1697490943047.0,4
1697490948047.0,3
1697490953046.0,3
1697490958046.0,2
1697490963048.0,5
1697490968048.0,4
1697490973047.0,2
1697490978048.0,3
1697490983049.0,4
1697490988048.0,2
1697490993048.0,3
1697490998048.0,3
1697491003048.0,3
1697491008049.0,3
1697491013051.0,4
1697491018050.0,3
1697491023051.0,3
1697491028051.0,2
1697491033051.0,3
1697491038052.0,3
1697491043052.0,3
1697491048054.0,5
1697491053052.0,2
1697491058055.0,5
1697491063054.0,3
1697491068053.0,2
1697491073053.0,3
1697491078053.0,2
1697491083054.0,3
1697491088054.0,3
1697491093054.0,2
1697491098055.0,3
1697491103055.0,2
1697491108056.0,3
1697491113056.0,2
1697491118056.0,3
1697491123057.0,3
1697491128056.0,2
1697491133059.0,6
1697491138056.0,2
1697491143058.0,4
1697491148057.0,2
1697491153061.0,6
1697491158058.0,3
1697491163058.0,3
1697491168059.0,3
1697491173060.0,4
1697491178060.0,4
1697491183060.0,3
1697491188061.0,3
1697491193061.0,2
1697491198061.0,3
1697491203061.0,3
1697491208061.0,2
1697491213062.0,3
1697491218063.0,3
1697491223064.0,3
1697491228065.0,4
1697491233066.0,4
1697491238064.0,3
1697491243064.0,3
1697491248066.0,3
1697491253065.0,2
1697491258065.0,2
1697491263066.0,3
1697491268068.0,5
1697491273066.0,2
1697491278067.0,3
1697491283068.0,3
1697491288067.0,2
1697491293067.0,3
1697491298067.0,2
1697491303070.0,6
1697491308067.0,2
1697491313071.0,7
1697491318067.0,2
1697491323067.0,2
1697491328067.0,2
1697491333067.0,3
1697491338069.0,4
1697491343072.0,4
1697491348070.0,2
1697491353071.0,3
1697491358071.0,3
1697491363071.0,3
1697491368071.0,2
1697491373071.0,3
1697491378072.0,3
1697491383073.0,3
1697491388075.0,4
1697491393075.0,4
1697491398074.0,3
1697491403074.0,2
1697491408075.0,3
1697491413076.0,3
1697491418075.0,2
1697491423075.0,3
1697491428075.0,2
1697491433075.0,2
1697491438076.0,3
1697491443076.0,3
1697491448076.0,2
1697491453076.0,3
1697491458079.0,5
1697491463078.0,3
1697491468080.0,5
1697491473078.0,3
1697491478078.0,2
1697491483079.0,4
1697491488078.0,3
1697491493078.0,2
1697491498079.0,3
1697491503079.0,4
1697491508078.0,3
1697491513078.0,2
1697491518079.0,2
1697491523079.0,2
1697491528082.0,5
1697491533081.0,3
1697491538080.0,3
1697491543081.0,3
1697491548080.0,2
1697491553081.0,3
1697491558082.0,4
1697491563081.0,3
1697491568082.0,3
1697491573082.0,3
1697491578081.0,3
1697491583081.0,3
1697491588083.0,5
1697491593080.0,2
1697491598081.0,2
1697491603081.0,2
1697491608083.0,3
1697491613087.0,6
1697491618083.0,2
1697491623083.0,2
1697491628083.0,3
1697491633083.0,3
1697491638086.0,6
1697491643083.0,2
1697491648083.0,2
1697491653083.0,3
1697491658083.0,2
1697491663084.0,3
1697491668087.0,6
1697491673084.0,2
1697491678084.0,3
1697491683085.0,3
1697491688086.0,3
1697491693086.0,3
1697491698089.0,6
1697491703085.0,3
1697491708086.0,3
1697491713087.0,3
1697491718087.0,3
1697491723087.0,3
1697491728089.0,5
1697491733087.0,2
1697491738087.0,2
1697491743087.0,2
1697491748088.0,3
1697491753092.0,6
1697491758089.0,2
1697491763089.0,2
1697491768090.0,3
1697491773091.0,3
1697491778094.0,5
1697491783091.0,2
1697491788091.0,2
1697491793092.0,3
1697491798092.0,2
1697491803093.0,3
1697491808107.0,12
1697491813097.0,2
1697491818099.0,3
1697491823099.0,2
1697491828100.0,3
1697491833104.0,6
1697491838100.0,2
1697491843100.0,2
1697491848101.0,2
1697491853101.0,3
1697491858102.0,4
1697491863105.0,6
1697491868103.0,3
1697491873104.0,3
1697491878103.0,2
1697491883104.0,3
1697491888106.0,5
1697491893109.0,5
1697491898108.0,3
1697491903109.0,3
1697491908109.0,2
1697491913110.0,3
1697491918113.0,6
1697491923111.0,3
1697491928110.0,3
1697491933110.0,3
1697491938111.0,3
1697491943111.0,2
1697491948114.0,5
1697491953112.0,3
1697491958112.0,2
1697491963113.0,3
1697491968114.0,4
1697491973115.0,5
1697491978112.0,2
1697491983113.0,3
1697491988114.0,3
1697491993115.0,3
1697491998119.0,6
1697492003117.0,3
1697492008117.0,2
1697492013118.0,3
1697492018118.0,2
1697492023122.0,6
1697492028118.0,2
1697492033118.0,3
1697492038118.0,3
1697492043118.0,2
1697492048119.0,3
1697492053121.0,6
1697492058118.0,2
1697492063119.0,3
1697492068120.0,3
1697492073120.0,2
1697492078124.0,6
1697492083121.0,3
1697492088121.0,2
1697492093120.0,2
1697492098121.0,2
1697492103124.0,5
1697492108125.0,6
1697492113123.0,3
1697492118123.0,2
1697492123123.0,2
1697492128124.0,3
1697492133126.0,4
1697492138126.0,4
1697492143125.0,3
1697492148125.0,2
1697492153125.0,2
1697492158127.0,4
1697492163129.0,6
1697492168125.0,2
1697492173125.0,3
1697492178125.0,3
1697492183125.0,3
1697492188129.0,6
1697492193126.0,3
1697492198127.0,3
1697492203127.0,2
1697492208127.0,2
1697492213127.0,3
1697492218129.0,5
1697492223126.0,2
1697492228127.0,2
1697492233127.0,3
1697492238128.0,3
1697492243132.0,6
1697492248129.0,3
1697492253130.0,3
1697492258129.0,3
1697492263129.0,2
1697492268132.0,4
1697492273134.0,5
1697492278131.0,2
1697492283132.0,3
1697492288132.0,2
1697492293132.0,3
1697492298135.0,5
1697492303132.0,3
1697492308132.0,2
1697492313133.0,2
1697492318133.0,2
1697492323134.0,3
1697492328135.0,3
1697492333135.0,2
1697492338135.0,2
1697492343135.0,2
1697492348135.0,2
1697492353139.0,6
1697492358135.0,2
1697492363136.0,3
1697492368136.0,3
1697492373136.0,2
1697492378137.0,3
1697492383139.0,5
1697492388136.0,3
1697492393136.0,2
1697492398136.0,2
1697492403137.0,3
1697492408137.0,2
1697492413141.0,6
1697492418138.0,3
1697492423139.0,3
1697492428139.0,3
1697492433139.0,2
1697492438147.0,9
1697492443144.0,5
1697492448143.0,3
1697492453143.0,2
1697492458144.0,2
1697492463145.0,4
1697492468146.0,5
1697492473144.0,3
1697492478144.0,2
1697492483144.0,2
1697492488144.0,3
1697492493148.0,6
1697492498145.0,2
1697492503145.0,3
1697492508145.0,2
1697492513146.0,3
1697492518147.0,3
1697492523149.0,5
1697492528147.0,3
1697492533147.0,2
1697492538147.0,2
1697492543148.0,3
1697492548151.0,5
1697492553150.0,3
1697492558149.0,2
1697492563148.0,2
1697492568149.0,3
1697492573149.0,2
1697492578152.0,5
1697492583150.0,3
1697492588149.0,2
1697492593149.0,3
1697492598149.0,2
1697492603151.0,4
1697492608153.0,6
1697492613150.0,2
1697492618150.0,2
1697492623151.0,3
1697492628151.0,2
1697492633155.0,7
1697492638151.0,2
1697492643151.0,2
1697492648152.0,3
1697492653153.0,3
1697492658153.0,2
1697492663157.0,6
1697492668153.0,2
1697492673154.0,3
1697492678153.0,3
1697492683153.0,2
1697492688154.0,3
1697492693163.0,11
1697492698154.0,3
1697492703156.0,3
1697492708156.0,3
1697492713159.0,6
1697492718171.0,16
1697492723171.0,15
1697492728165.0,9
