Temps,Delay
1697499618569.0,2
1697499623569.0,2
1697499628570.0,3
1697499633573.0,5
1697499638570.0,2
1697499643570.0,2
1697499648571.0,3
1697499653571.0,2
1697499658576.0,7
1697499663571.0,3
1697499668570.0,2
1697499673571.0,2
1697499678571.0,2
1697499683571.0,3
1697499688575.0,6
1697499693571.0,2
1697499698571.0,3
1697499703571.0,3
1697499708571.0,2
1697499713571.0,2
1697499718578.0,7
1697499723574.0,2
1697499728574.0,3
1697499733574.0,2
1697499738574.0,2
1697499743576.0,4
1697499748578.0,6
1697499753575.0,2
1697499758575.0,2
1697499763575.0,2
1697499768575.0,2
1697499773579.0,6
1697499778578.0,5
1697499783575.0,2
1697499788576.0,3
1697499793576.0,2
1697499798576.0,3
1697499803580.0,6
1697499808577.0,2
1697499813577.0,2
1697499818577.0,3
1697499823577.0,3
1697499828589.0,6
1697499833586.0,3
1697499838586.0,2
1697499843586.0,2
1697499848586.0,2
1697499853588.0,4
1697499858591.0,6
1697499863588.0,2
1697499868588.0,2
1697499873588.0,3
1697499878588.0,2
1697499883588.0,2
1697499888590.0,4
1697499893588.0,2
1697499898588.0,3
1697499903588.0,2
1697499908591.0,4
1697499913592.0,4
1697499918590.0,3
1697499923590.0,2
1697499928590.0,2
1697499933590.0,2
1697499938591.0,3
1697499943593.0,5
1697499948590.0,2
1697499953590.0,3
1697499958590.0,2
1697499963590.0,2
1697499968592.0,4
1697499973591.0,2
1697499978591.0,2
1697499983591.0,2
1697499988592.0,2
1697499993593.0,4
1697499998594.0,4
1697500003591.0,2
1697500008592.0,2
1697500013592.0,2
1697500018592.0,2
1697500023600.0,10
1697500028592.0,2
1697500033593.0,3
1697500038593.0,3
1697500043593.0,2
1697500048595.0,3
1697500053596.0,4
1697500058594.0,3
1697500063594.0,2
1697500068594.0,3
1697500073595.0,3
1697500078596.0,3
1697500083595.0,2
1697500088595.0,3
1697500093595.0,3
1697500098595.0,3
1697500103596.0,3
1697500108598.0,5
1697500113596.0,3
1697500118596.0,2
1697500123596.0,2
1697500128596.0,2
1697500133597.0,4
1697500138596.0,3
1697500143596.0,2
1697500148597.0,3
1697500153596.0,2
1697500158596.0,2
1697500163599.0,5
1697500168596.0,2
1697500173596.0,3
1697500178596.0,2
1697500183597.0,3
1697500188599.0,4
1697500193597.0,2
1697500198597.0,3
1697500203597.0,3
1697500208597.0,2
1697500213598.0,3
1697500218598.0,4
1697500223597.0,2
1697500228597.0,3
1697500233596.0,2
1697500238597.0,2
1697500243598.0,3
1697500248600.0,4
1697500253598.0,2
1697500258598.0,2
1697500263598.0,2
1697500268599.0,4
1697500273599.0,3
1697500278598.0,3
1697500283598.0,3
1697500288598.0,2
1697500293598.0,3
1697500298600.0,5
1697500303599.0,3
1697500308598.0,3
1697500313598.0,3
1697500318599.0,3
1697500323600.0,3
1697500328602.0,5
1697500333600.0,2
1697500338600.0,2
1697500343600.0,2
1697500348600.0,2
1697500353602.0,3
1697500358602.0,4
1697500363601.0,3
1697500368601.0,3
1697500373601.0,3
1697500378601.0,2
1697500383604.0,4
1697500388602.0,2
1697500393603.0,2
1697500398603.0,2
1697500403603.0,3
1697500408603.0,3
1697500413605.0,4
1697500418603.0,3
1697500423604.0,3
1697500428604.0,2
1697500433604.0,2
1697500438606.0,4
1697500443605.0,4
1697500448604.0,2
1697500453604.0,3
1697500458604.0,2
1697500463606.0,4
1697500468606.0,4
1697500473604.0,2
1697500478604.0,3
1697500483604.0,3
1697500488604.0,2
1697500493606.0,4
1697500498608.0,5
1697500503605.0,3
1697500508605.0,2
1697500513605.0,2
1697500518605.0,2
1697500523606.0,3
1697500528605.0,3
1697500533605.0,2
1697500538605.0,2
1697500543605.0,2
1697500548606.0,3
1697500553607.0,5
1697500558604.0,2
1697500563604.0,2
1697500568606.0,2
1697500573606.0,3
1697500578609.0,5
1697500583607.0,3
1697500588608.0,3
1697500593608.0,2
1697500598608.0,3
1697500603609.0,3
1697500608611.0,5
1697500613611.0,5
1697500618610.0,3
1697500623610.0,3
1697500628610.0,3
1697500633611.0,3
1697500638611.0,2
1697500643611.0,2
1697500648611.0,3
1697500653611.0,2
1697500658612.0,3
1697500663614.0,6
1697500668611.0,2
1697500673611.0,3
1697500678611.0,3
1697500683611.0,3
1697500688613.0,4
1697500693611.0,2
1697500698611.0,2
1697500703610.0,2
1697500708611.0,2
1697500713611.0,3
1697500718614.0,5
1697500723611.0,3
1697500728611.0,3
1697500733611.0,2
1697500738611.0,2
1697500743612.0,3
1697500748614.0,5
1697500753612.0,2
1697500758612.0,3
1697500763612.0,2
1697500768613.0,3
1697500773612.0,2
1697500778613.0,4
1697500783612.0,2
1697500788612.0,3
1697500793612.0,3
1697500798613.0,3
1697500803614.0,4
1697500808612.0,2
1697500813612.0,3
1697500818612.0,2
1697500823612.0,2
1697500828612.0,3
1697500833615.0,5
1697500838612.0,2
1697500843612.0,2
1697500848612.0,2
1697500853614.0,4
1697500858613.0,4
1697500863615.0,5
1697500868613.0,2
1697500873613.0,2
1697500878614.0,2
1697500883615.0,3
1697500888617.0,5
1697500893615.0,2
1697500898615.0,2
1697500903615.0,2
1697500908616.0,3
1697500913618.0,5
1697500918616.0,2
1697500923616.0,2
1697500928617.0,2
1697500933617.0,3
1697500938618.0,3
1697500943618.0,4
1697500948617.0,2
1697500953617.0,2
1697500958617.0,3
1697500963617.0,3
1697500968618.0,3
1697500973620.0,4
1697500978618.0,3
1697500983618.0,2
1697500988618.0,2
1697500993619.0,2
1697500998622.0,5
1697501003620.0,2
1697501008624.0,3
1697501013620.0,3
1697501018620.0,2
1697501023620.0,2
1697501028622.0,4
1697501033620.0,2
1697501038620.0,2
1697501043620.0,2
1697501048620.0,2
1697501053621.0,2
1697501058624.0,5
1697501063622.0,2
1697501068622.0,3
1697501073623.0,3
1697501078622.0,2
1697501083625.0,5
1697501088622.0,3
1697501093623.0,3
1697501098623.0,2
1697501103623.0,3
1697501108623.0,3
1697501113625.0,4
1697501118625.0,3
1697501123625.0,2
1697501128625.0,2
1697501133625.0,2
1697501138626.0,4
1697501143627.0,4
1697501148625.0,3
1697501153625.0,2
1697501158625.0,2
1697501163625.0,2
1697501168628.0,4
1697501173628.0,5
1697501178626.0,3
1697501183626.0,2
1697501188626.0,2
1697501193628.0,4
1697501198633.0,8
1697501203628.0,3
1697501208628.0,2
1697501213628.0,3
1697501218628.0,2
1697501223629.0,3
1697501228631.0,4
1697501233629.0,3
1697501238629.0,2
1697501243630.0,3
1697501248629.0,3
1697501253630.0,3
1697501258633.0,5
1697501263631.0,2
1697501268631.0,2
1697501273632.0,2
1697501278631.0,2
1697501283635.0,3
1697501288636.0,4
1697501293634.0,2
1697501298635.0,2
1697501303635.0,3
1697501308636.0,3
1697501313638.0,4
1697501318636.0,2
1697501323636.0,3
1697501328636.0,2
1697501333635.0,2
1697501338636.0,3
1697501343638.0,5
1697501348636.0,2
1697501353636.0,2
1697501358636.0,3
1697501363637.0,3
1697501368637.0,3
1697501373640.0,6
1697501378637.0,2
1697501383637.0,2
1697501388637.0,2
1697501393637.0,3
1697501398639.0,4
1697501403639.0,3
1697501408639.0,2
1697501413640.0,3
1697501418639.0,2
1697501423640.0,4
1697501428641.0,4
1697501433639.0,2
1697501438638.0,2
1697501443639.0,3
1697501448639.0,3
1697501453641.0,4
1697501458640.0,3
1697501463640.0,2
1697501468640.0,3
1697501473640.0,3
1697501478641.0,3
1697501483642.0,4
1697501488640.0,2
1697501493641.0,3
1697501498641.0,2
1697501503642.0,3
1697501508641.0,3
1697501513645.0,6
1697501518642.0,2
1697501523642.0,2
1697501528642.0,3
1697501533644.0,3
1697501538646.0,5
1697501543644.0,3
1697501548645.0,3
1697501553646.0,3
1697501558647.0,3
1697501563648.0,3
1697501568647.0,2
1697501573649.0,5
1697501578648.0,3
1697501583648.0,2
1697501588648.0,2
1697501593649.0,3
1697501598652.0,5
1697501603649.0,3
1697501608649.0,3
1697501613649.0,3
1697501618649.0,3
1697501623649.0,2
1697501628653.0,6
1697501633649.0,3
1697501638650.0,3
1697501643651.0,3
1697501648651.0,2
1697501653655.0,6
1697501658651.0,2
1697501663651.0,3
1697501668652.0,4
1697501673651.0,2
1697501678652.0,3
1697501683654.0,5
1697501688651.0,2
1697501693652.0,3
1697501698652.0,2
1697501703652.0,2
1697501708652.0,2
1697501713655.0,5
1697501718652.0,2
1697501723652.0,3
1697501728652.0,2
1697501733652.0,3
1697501738653.0,4
1697501743652.0,2
1697501748653.0,2
1697501753653.0,2
1697501758653.0,2
1697501763653.0,3
1697501768656.0,5
1697501773653.0,2
1697501778653.0,3
1697501783653.0,2
1697501788653.0,3
1697501793654.0,3
1697501798656.0,5
1697501803653.0,2
1697501808653.0,3
1697501813653.0,3
1697501818655.0,4
1697501823657.0,5
1697501828654.0,2
1697501833654.0,3
1697501838654.0,2
1697501843654.0,2
1697501848661.0,9
1697501853655.0,3
1697501858655.0,2
1697501863655.0,2
1697501868655.0,3
1697501873656.0,3
1697501878658.0,5
1697501883655.0,3
1697501888656.0,3
1697501893657.0,3
1697501898657.0,3
1697501903659.0,4
1697501908660.0,5
1697501913658.0,2
1697501918658.0,3
1697501923658.0,2
1697501928658.0,2
1697501933659.0,4
1697501938662.0,6
1697501943658.0,2
1697501948658.0,2
1697501953658.0,2
1697501958660.0,4
1697501963661.0,6
1697501968659.0,3
1697501973659.0,2
1697501978659.0,2
1697501983659.0,2
1697501988664.0,5
1697501993662.0,3
1697501998662.0,2
1697502003662.0,2
1697502008662.0,3
1697502013663.0,3
1697502018667.0,6
1697502023663.0,3
1697502028663.0,3
1697502033663.0,2
1697502038664.0,3
1697502043664.0,2
1697502048666.0,4
1697502053664.0,3
1697502058664.0,2
1697502063664.0,2
1697502068665.0,2
1697502073668.0,6
1697502078665.0,2
1697502083665.0,3
1697502088665.0,3
1697502093665.0,3
1697502098665.0,3
1697502103667.0,4
1697502108665.0,3
1697502113665.0,2
1697502118665.0,3
1697502123665.0,2
1697502128666.0,3
1697502133670.0,6
1697502138666.0,2
1697502143666.0,2
1697502148666.0,2
1697502153667.0,4
1697502158666.0,3
1697502163669.0,5
1697502168666.0,2
1697502173666.0,3
1697502178667.0,3
1697502183667.0,3
1697502188669.0,5
1697502193667.0,2
1697502198667.0,2
1697502203667.0,2
1697502208667.0,2
1697502213667.0,3
1697502218671.0,6
1697502223667.0,2
1697502228668.0,2
1697502233668.0,3
1697502238668.0,2
1697502243669.0,4
1697502248670.0,4
1697502253669.0,3
1697502258669.0,2
1697502263669.0,2
1697502268671.0,4
1697502273671.0,4
1697502278669.0,3
1697502283669.0,2
1697502288669.0,2
1697502293669.0,2
1697502298671.0,4
1697502303672.0,6
1697502308670.0,3
1697502313670.0,2
1697502318670.0,2
1697502323670.0,3
1697502328673.0,4
1697502333672.0,3
1697502338673.0,3
1697502343674.0,3
1697502348674.0,3
1697502353675.0,4
1697502358676.0,4
1697502363674.0,2
1697502368675.0,2
1697502373675.0,2
1697502378675.0,3
1697502383675.0,3
1697502388678.0,6
1697502393675.0,2
1697502398675.0,3
1697502403675.0,3
1697502408675.0,3
1697502413676.0,3
1697502418679.0,6
1697502423675.0,2
1697502428676.0,2
1697502433676.0,3
1697502438677.0,3
1697502443679.0,5
1697502448677.0,3
1697502453677.0,3
1697502458677.0,2
1697502463677.0,2
1697502468679.0,4
1697502473678.0,2
1697502478678.0,3
1697502483678.0,3
1697502488678.0,2
1697502493680.0,3
1697502498682.0,5
1697502503680.0,3
1697502508680.0,2
1697502513680.0,2
1697502518681.0,3
1697502523682.0,3
1697502528685.0,5
1697502533683.0,2
1697502538683.0,3
1697502543683.0,2
1697502548683.0,2
1697502553683.0,2
1697502558687.0,6
1697502563684.0,2
1697502568686.0,3
1697502573686.0,2
1697502578687.0,3
1697502583690.0,6
1697502588687.0,2
1697502593688.0,3
1697502598688.0,3
1697502603688.0,3
1697502608695.0,9
1697502613688.0,2
1697502618688.0,2
1697502623688.0,2
1697502628689.0,3
1697502633690.0,3
1697502638694.0,6
1697502643690.0,2
1697502648690.0,2
1697502653690.0,3
1697502658690.0,3
1697502663692.0,5
1697502668690.0,2
1697502673690.0,2
1697502678691.0,3
1697502683691.0,2
1697502688693.0,4
1697502693693.0,5
1697502698691.0,3
1697502703691.0,2
1697502708691.0,2
1697502713691.0,2
1697502718692.0,3
1697502723692.0,2
1697502728695.0,5
1697502733692.0,3
1697502738692.0,2
1697502743692.0,2
1697502748700.0,6
1697502753698.0,4
1697502758696.0,2
1697502763696.0,3
1697502768697.0,3
1697502773696.0,2
1697502778697.0,3
1697502783700.0,5
1697502788696.0,2
1697502793697.0,2
1697502798697.0,2
1697502803697.0,3
1697502808701.0,7
1697502813697.0,2
1697502818698.0,3
1697502823698.0,3
1697502828697.0,2
1697502833698.0,3
1697502838702.0,6
1697502843700.0,3
1697502848700.0,2
1697502853700.0,3
1697502858701.0,3
1697502863702.0,5
1697502868700.0,2
1697502873700.0,3
1697502878700.0,2
1697502883700.0,3
1697502888701.0,3
1697502893704.0,6
1697502898701.0,3
1697502903701.0,2
1697502908701.0,2
1697502913701.0,2
1697502918703.0,4
1697502923705.0,5
1697502928703.0,3
1697502933703.0,2
1697502938703.0,3
1697502943704.0,3
1697502948706.0,5
1697502953703.0,3
1697502958703.0,3
1697502963704.0,3
1697502968704.0,2
1697502973708.0,6
1697502978704.0,2
1697502983704.0,3
1697502988704.0,2
1697502993705.0,3
1697502998705.0,3
1697503003709.0,6
1697503008706.0,2
1697503013706.0,3
1697503018707.0,3
1697503023707.0,2
1697503028711.0,6
1697503033708.0,4
1697503038707.0,3
1697503043707.0,2
1697503048707.0,3
1697503053707.0,2
1697503058711.0,6
1697503063708.0,4
1697503068706.0,2
1697503073707.0,2
1697503078707.0,2
1697503083711.0,4
1697503088712.0,5
1697503093710.0,2
1697503098711.0,3
1697503103712.0,3
1697503108714.0,4
1697503113714.0,4
1697503118712.0,2
1697503123712.0,3
1697503128713.0,3
1697503133713.0,2
1697503138713.0,3
1697503143717.0,6
1697503148713.0,2
1697503153713.0,3
1697503158713.0,3
1697503163713.0,2
1697503168717.0,6
1697503173715.0,4
1697503178714.0,2
1697503183715.0,3
1697503188716.0,3
1697503193717.0,3
1697503198719.0,5
1697503203716.0,2
1697503208716.0,2
1697503213717.0,3
1697503218718.0,3
1697503223722.0,6
1697503228719.0,2
1697503233719.0,2
1697503238720.0,3
1697503243720.0,2
1697503248720.0,3
1697503253724.0,6
1697503258721.0,2
1697503263722.0,3
1697503268722.0,3
1697503273722.0,3
1697503278722.0,3
1697503283725.0,5
1697503288722.0,3
1697503293723.0,3
1697503298723.0,2
1697503303724.0,3
1697503308726.0,4
1697503313724.0,2
1697503318724.0,2
1697503323725.0,2
1697503328726.0,2
1697503333728.0,3
1697503338731.0,6
1697503343727.0,3
1697503348728.0,3
1697503353728.0,2
1697503358729.0,4
1697503363731.0,5
1697503368728.0,2
1697503373727.0,2
1697503378729.0,3
1697503383730.0,3
1697503388731.0,3
1697503393735.0,6
1697503398731.0,2
1697503403731.0,3
1697503408731.0,2
1697503413731.0,2
1697503418731.0,3
1697503423735.0,6
1697503428732.0,2
1697503433732.0,2
1697503438733.0,3
1697503443733.0,2
1697503448736.0,5
1697503453734.0,2
1697503458734.0,3
1697503463734.0,2
1697503468734.0,2
1697503473736.0,4
1697503478738.0,6
1697503483735.0,2
1697503488735.0,3
1697503493735.0,2
1697503498736.0,2
1697503503737.0,3
1697503508739.0,5
1697503513736.0,3
1697503518736.0,2
1697503523737.0,3
1697503528737.0,2
1697503533738.0,3
1697503538740.0,6
1697503543736.0,2
1697503548736.0,2
1697503553736.0,2
1697503558738.0,3
1697503563745.0,9
1697503568739.0,2
1697503573739.0,3
1697503578739.0,2
1697503583739.0,3
1697503588742.0,5
1697503593740.0,3
1697503598740.0,2
1697503603741.0,3
1697503608742.0,3
1697503613742.0,3
1697503618744.0,4
1697503623744.0,5
1697503628742.0,2
1697503633744.0,3
1697503638744.0,2
1697503643744.0,2
1697503648747.0,5
1697503653744.0,2
1697503658744.0,2
1697503663744.0,3
1697503668744.0,2
1697503673744.0,3
1697503678749.0,7
1697503683744.0,3
1697503688745.0,3
1697503693746.0,3
1697503698745.0,3
1697503703747.0,4
1697503708747.0,4
1697503713745.0,2
1697503718745.0,3
1697503723746.0,3
1697503728745.0,2
1697503733749.0,6
1697503738745.0,2
1697503743746.0,2
1697503748746.0,3
1697503753746.0,3
1697503758747.0,3
1697503763750.0,6
1697503768748.0,3
1697503773748.0,2
1697503778748.0,3
1697503783748.0,2
1697503788750.0,4
1697503793747.0,2
1697503798748.0,3
1697503803749.0,3
1697503808749.0,2
1697503813751.0,4
1697503818753.0,6
1697503823750.0,3
1697503828750.0,2
1697503833750.0,3
1697503838750.0,2
1697503843752.0,4
1697503848753.0,4
1697503853751.0,3
1697503858751.0,2
1697503863750.0,2
1697503868751.0,2
1697503873755.0,6
1697503878752.0,2
1697503883752.0,2
1697503888753.0,3
1697503893753.0,2
1697503898754.0,3
1697503903758.0,6
1697503908755.0,3
1697503913755.0,2
1697503918755.0,2
1697503923756.0,2
1697503928758.0,3
1697503933761.0,5
1697503938758.0,2
1697503943758.0,3
1697503948758.0,3
1697503953758.0,2
1697503958761.0,5
1697503963759.0,2
1697503968760.0,2
1697503973760.0,3
1697503978761.0,3
1697503983762.0,3
1697503988765.0,6
1697503993761.0,3
1697503998761.0,2
1697504003762.0,3
1697504008763.0,4
1697504013764.0,4
1697504018767.0,6
1697504023764.0,2
1697504028764.0,3
1697504033764.0,2
1697504038764.0,2
1697504043766.0,3
1697504048769.0,6
1697504053766.0,2
1697504058767.0,3
1697504063767.0,2
1697504068767.0,3
1697504073772.0,7
1697504078769.0,3
1697504083769.0,2
1697504088770.0,3
1697504093770.0,3
1697504098772.0,4
1697504103775.0,6
1697504108772.0,2
1697504113772.0,2
1697504118772.0,3
1697504123772.0,2
1697504128774.0,4
1697504133772.0,3
1697504138772.0,3
1697504143772.0,2
1697504148772.0,3
1697504153772.0,3
1697504158776.0,6
1697504163773.0,2
1697504168773.0,2
1697504173773.0,2
1697504178774.0,3
1697504183778.0,6
1697504188779.0,6
1697504193775.0,2
1697504198775.0,3
1697504203775.0,2
1697504208775.0,2
1697504213778.0,5
1697504218777.0,3
1697504223778.0,3
1697504228778.0,2
1697504233778.0,2
1697504238779.0,4
1697504243780.0,4
1697504248779.0,3
1697504253779.0,2
1697504258779.0,3
1697504263779.0,2
1697504268781.0,5
1697504273779.0,3
1697504278779.0,2
1697504283780.0,2
1697504288780.0,2
1697504293781.0,3
1697504298783.0,6
1697504303781.0,3
1697504308781.0,2
1697504313781.0,2
1697504318783.0,4
1697504323785.0,5
1697504328782.0,2
1697504333782.0,3
1697504338782.0,3
1697504343783.0,3
1697504348787.0,6
1697504353783.0,2
1697504358783.0,2
1697504363784.0,3
1697504368784.0,2
1697504373783.0,2
1697504378787.0,5
1697504383784.0,2
1697504388785.0,3
1697504393784.0,2
1697504398786.0,3
1697504403788.0,4
1697504408790.0,6
1697504413786.0,3
1697504418786.0,2
1697504423786.0,3
1697504428786.0,3
1697504433790.0,6
1697504438786.0,2
1697504443786.0,2
1697504448787.0,3
1697504453787.0,2
1697504458788.0,3
1697504463790.0,5
1697504468787.0,2
1697504473788.0,3
1697504478788.0,2
1697504483789.0,3
1697504488792.0,5
1697504493789.0,2
1697504498789.0,3
1697504503789.0,2
1697504508790.0,3
1697504513789.0,3
1697504518792.0,5
1697504523789.0,2
1697504528789.0,2
1697504533789.0,2
1697504538789.0,2
1697504543791.0,5
1697504548789.0,2
1697504553789.0,2
1697504558789.0,2
1697504563789.0,2
1697504568792.0,5
1697504573794.0,6
1697504578790.0,2
1697504583790.0,3
1697504588791.0,2
1697504593791.0,2
1697504598792.0,3
1697504603796.0,6
1697504608792.0,2
1697504613792.0,3
1697504618792.0,2
1697504623792.0,3
1697504628792.0,2
1697504633795.0,5
1697504638792.0,2
1697504643793.0,3
1697504648793.0,2
1697504653797.0,6
1697504658794.0,3
1697504663794.0,3
1697504668796.0,5
1697504673793.0,2
1697504678795.0,3
1697504683799.0,6
1697504688797.0,3
1697504693797.0,2
1697504698797.0,2
1697504703798.0,3
1697504708799.0,4
1697504713798.0,2
1697504718798.0,2
1697504723799.0,3
1697504728799.0,2
1697504733800.0,2
1697504738804.0,6
1697504743800.0,2
1697504748801.0,3
1697504753802.0,3
1697504758801.0,3
1697504763802.0,3
1697504768805.0,6
1697504773803.0,3
1697504778804.0,3
1697504783804.0,3
1697504788805.0,3
1697504793808.0,5
1697504798805.0,2
1697504803806.0,3
1697504808806.0,2
1697504813806.0,2
1697504818808.0,3
1697504823811.0,6
1697504828808.0,2
1697504833808.0,2
1697504838808.0,3
1697504843808.0,2
1697504848812.0,5
1697504853811.0,3
1697504858811.0,3
1697504863811.0,2
1697504868811.0,2
1697504873812.0,3
1697504878814.0,5
1697504883812.0,2
1697504888813.0,2
1697504893814.0,3
1697504898816.0,4
1697504903818.0,5
1697504908816.0,3
1697504913817.0,3
1697504918817.0,3
1697504923817.0,2
1697504928817.0,3
1697504933820.0,6
1697504938818.0,3
1697504943818.0,2
1697504948819.0,3
1697504953818.0,3
1697504958822.0,6
1697504963819.0,3
1697504968819.0,3
1697504973820.0,3
1697504978821.0,3
1697504983822.0,3
1697504988826.0,6
1697504993823.0,2
1697504998824.0,3
1697505003824.0,3
1697505008824.0,2
1697505013833.0,7
1697505018829.0,3
1697505023829.0,2
1697505028829.0,3
1697505033829.0,3
1697505038830.0,3
1697505043832.0,5
1697505048829.0,2
1697505053828.0,2
1697505058829.0,2
1697505063829.0,2
1697505068833.0,6
1697505073830.0,2
1697505078831.0,3
1697505083830.0,3
1697505088830.0,3
1697505093830.0,3
1697505098841.0,12
1697505103832.0,2
1697505108833.0,2
1697505113833.0,2
1697505118834.0,3
1697505123837.0,6
1697505128833.0,2
1697505133833.0,2
1697505138834.0,2
1697505143834.0,2
1697505148835.0,3
1697505153839.0,6
1697505158837.0,3
1697505163837.0,3
1697505168837.0,2
1697505173837.0,2
1697505178839.0,5
1697505183838.0,3
1697505188839.0,3
1697505193840.0,3
1697505198841.0,3
1697505203841.0,2
1697505208844.0,5
1697505213841.0,2
1697505218842.0,3
1697505223841.0,2
1697505228842.0,2
1697505233842.0,2
1697505238845.0,5
1697505243843.0,3
1697505248843.0,2
1697505253844.0,3
1697505258844.0,2
1697505263845.0,3
1697505268850.0,6
1697505273846.0,2
1697505278846.0,2
1697505283846.0,3
1697505288846.0,2
1697505293847.0,3
1697505298849.0,6
1697505303846.0,2
1697505308846.0,2
1697505313847.0,3
1697505318847.0,2
1697505323850.0,5
1697505328850.0,5
1697505333848.0,2
1697505338848.0,2
1697505343848.0,2
1697505348848.0,2
1697505353852.0,6
1697505358849.0,3
1697505363850.0,3
1697505368850.0,2
1697505373850.0,3
1697505378850.0,2
1697505383853.0,5
1697505388851.0,2
1697505393853.0,3
1697505398858.0,6
1697505403855.0,3
1697505408855.0,3
1697505413864.0,12
1697505418857.0,4
1697505423855.0,2
1697505428862.0,6
1697505433860.0,4
1697505438866.0,9
1697505443859.0,2
1697505448866.0,3
1697505453865.0,2
1697505458865.0,3
1697505463874.0,7
1697505468870.0,2
1697505473870.0,3
1697505478878.0,7
1697505483874.0,2
1697505488876.0,4
1697505493876.0,5
1697505498874.0,3
1697505503874.0,2
1697505508874.0,2
1697505513875.0,3
1697505518878.0,4
1697505523880.0,7
1697505528876.0,2
1697505533876.0,3
1697505538882.0,7
1697505543877.0,3
1697505548877.0,2
1697505553880.0,5
1697505558878.0,3
1697505563878.0,3
1697505568882.0,7
1697505573879.0,3
1697505578892.0,7
1697505583892.0,3
1697505588892.0,2
1697505593892.0,2
1697505598893.0,3
1697505603904.0,10
1697505608897.0,2
1697505613897.0,2
1697505618897.0,3
1697505623897.0,2
1697505628899.0,4
1697505633900.0,4
1697505638898.0,2
1697505643898.0,3
1697505648905.0,3
1697505653904.0,2
1697505658906.0,4
1697505663907.0,5
1697505668904.0,2
1697505673905.0,2
1697505678906.0,3
1697505683907.0,3
1697505688908.0,4
1697505693906.0,2
1697505698906.0,2
1697505703907.0,2
1697505708907.0,3
1697505713907.0,3
1697505718910.0,5
1697505723907.0,2
1697505728907.0,3
1697505733907.0,2
1697505738907.0,3
1697505743909.0,5
1697505748907.0,2
1697505753908.0,2
1697505758908.0,2
1697505763909.0,3
1697505768909.0,3
1697505773909.0,4
1697505778908.0,2
1697505783909.0,3
1697505788908.0,2
1697505793911.0,4
1697505798911.0,5
1697505803909.0,2
1697505808909.0,2
1697505813909.0,2
1697505818909.0,2
1697505823910.0,3
1697505828912.0,5
1697505833908.0,2
1697505838909.0,2
1697505843910.0,2
1697505848910.0,3
1697505853913.0,5
1697505858910.0,2
1697505863910.0,3
1697505868910.0,2
1697505873910.0,2
1697505878911.0,3
1697505883913.0,4
1697505888912.0,3
1697505893912.0,3
1697505898913.0,2
1697505903913.0,2
1697505908913.0,3
1697505913915.0,5
1697505918913.0,2
1697505923913.0,3
1697505928913.0,2
1697505933913.0,3
1697505938915.0,4
1697505943914.0,2
1697505948915.0,3
1697505953915.0,2
1697505958915.0,2
1697505963916.0,3
1697505968917.0,4
1697505973916.0,2
1697505978916.0,2
1697505983915.0,2
1697505988916.0,3
1697505993917.0,3
1697505998918.0,4
1697506003915.0,2
1697506008916.0,2
1697506013917.0,2
1697506018917.0,2
1697506023918.0,4
1697506028917.0,3
1697506033917.0,3
1697506038917.0,3
1697506043917.0,2
1697506048920.0,4
1697506053921.0,5
1697506058919.0,2
1697506063919.0,2
1697506068921.0,3
1697506073923.0,4
1697506078924.0,5
1697506083920.0,2
1697506088921.0,3
1697506093920.0,2
1697506098921.0,2
1697506103924.0,5
1697506108926.0,7
1697506113922.0,2
1697506118922.0,2
1697506123922.0,2
1697506128923.0,3
1697506133923.0,2
1697506138926.0,5
1697506143924.0,3
1697506148924.0,2
1697506153925.0,2
1697506158925.0,3
1697506163926.0,3
1697506168929.0,5
1697506173926.0,2
1697506178927.0,2
1697506183928.0,3
1697506188928.0,2
1697506193930.0,4
1697506198928.0,3
1697506203928.0,2
1697506208929.0,2
1697506213928.0,2
1697506218931.0,4
1697506223932.0,4
1697506228930.0,2
1697506233930.0,2
1697506238930.0,2
1697506243930.0,2
1697506248932.0,5
1697506253930.0,3
1697506258930.0,2
1697506263930.0,2
1697506268930.0,3
1697506273931.0,3
1697506278933.0,5
1697506283930.0,2
1697506288930.0,3
1697506293930.0,3
1697506298930.0,2
1697506303931.0,3
1697506308932.0,5
1697506313930.0,2
1697506318931.0,3
1697506323931.0,3
1697506328931.0,3
1697506333932.0,3
1697506338934.0,5
1697506343932.0,3
1697506348932.0,2
1697506353932.0,3
1697506358932.0,3
1697506363934.0,4
1697506368932.0,2
1697506373932.0,2
1697506378932.0,3
1697506383932.0,2
1697506388933.0,3
1697506393934.0,4
1697506398933.0,2
1697506403933.0,2
1697506408933.0,2
1697506413934.0,4
1697506418935.0,4
1697506423934.0,2
1697506428934.0,2
1697506433934.0,2
1697506438934.0,3
1697506443936.0,5
1697506448934.0,3
1697506453934.0,2
1697506458934.0,2
1697506463934.0,2
1697506468935.0,3
1697506473936.0,4
1697506478934.0,2
1697506483934.0,3
1697506488934.0,2
1697506493935.0,3
1697506498936.0,5
1697506503934.0,3
1697506508934.0,3
1697506513934.0,2
1697506518934.0,2
1697506523935.0,3
1697506528935.0,4
1697506533934.0,2
1697506538934.0,2
1697506543934.0,2
1697506548935.0,3
1697506553936.0,3
1697506558940.0,6
1697506563936.0,2
1697506568936.0,2
1697506573937.0,3
1697506578937.0,2
1697506583938.0,3
1697506588936.0,2
1697506593937.0,3
1697506598939.0,4
1697506603937.0,3
1697506608937.0,2
