Temps,Tcpu2
1697218193,37.77777777777778
1697218193,37.77777777777778
1697218194,37.77777777777778
1697218194,37.77777777777778
1697218195,37.22222222222222
1697218195,37.77777777777778
1697218196,37.77777777777778
1697218196,37.77777777777778
1697218197,37.77777777777778
1697218197,37.77777777777778
1697218198,37.77777777777778
1697218198,37.22222222222222
1697218199,37.77777777777778
1697218199,37.22222222222222
1697218200,37.77777777777778
1697218200,37.22222222222222
1697218201,37.77777777777778
1697218201,37.22222222222222
1697218202,37.22222222222222
1697218202,37.22222222222222
1697218203,37.77777777777778
1697218203,37.77777777777778
1697218204,37.77777777777778
1697218204,37.22222222222222
1697218205,37.22222222222222
1697218205,37.77777777777778
1697218206,37.77777777777778
1697218206,37.77777777777778
1697218207,37.77777777777778
1697218207,37.77777777777778
1697218208,37.77777777777778
1697218208,37.22222222222222
1697218209,37.77777777777778
1697218209,37.77777777777778
1697218210,37.22222222222222
1697218210,37.77777777777778
1697218211,37.77777777777778
1697218211,37.77777777777778
1697218212,37.77777777777778
1697218212,37.22222222222222
1697218213,38.333333333333336
1697218213,37.77777777777778
1697218214,37.77777777777778
1697218214,37.77777777777778
1697218215,37.77777777777778
1697218215,37.77777777777778
1697218216,37.77777777777778
1697218216,37.22222222222222
1697218217,37.22222222222222
1697218217,37.77777777777778
1697218218,37.77777777777778
1697218218,37.22222222222222
1697218219,37.22222222222222
1697218219,37.77777777777778
1697218220,37.77777777777778
1697218220,37.77777777777778
1697218221,37.77777777777778
1697218221,37.77777777777778
1697218222,37.77777777777778
1697218222,38.333333333333336
1697218223,37.77777777777778
1697218223,37.77777777777778
1697218224,37.77777777777778
1697218224,38.333333333333336
1697218225,37.77777777777778
1697218225,37.77777777777778
1697218226,37.77777777777778
1697218226,37.77777777777778
1697218227,38.333333333333336
1697218227,37.77777777777778
1697218228,37.77777777777778
1697218228,38.333333333333336
1697218229,37.77777777777778
1697218229,37.77777777777778
1697218230,37.77777777777778
1697218230,37.77777777777778
1697218231,38.333333333333336
1697218231,37.77777777777778
1697218232,37.77777777777778
1697218232,37.77777777777778
1697218233,38.333333333333336
1697218233,37.77777777777778
1697218234,37.77777777777778
1697218234,37.77777777777778
1697218235,38.333333333333336
1697218235,37.77777777777778
1697218236,37.77777777777778
1697218236,37.77777777777778
1697218237,37.77777777777778
1697218237,37.77777777777778
1697218238,37.77777777777778
1697218238,37.77777777777778
1697218239,37.77777777777778
1697218239,38.333333333333336
1697218240,37.77777777777778
1697218240,37.77777777777778
1697218241,37.77777777777778
1697218241,37.77777777777778
1697218242,37.77777777777778
1697218242,37.77777777777778
1697218243,38.333333333333336
1697218243,38.333333333333336
1697218244,37.77777777777778
1697218244,37.77777777777778
1697218245,37.77777777777778
1697218245,38.333333333333336
1697218246,37.77777777777778
1697218246,37.77777777777778
1697218247,37.77777777777778
1697218247,38.333333333333336
1697218248,37.77777777777778
1697218248,37.77777777777778
1697218249,37.77777777777778
1697218249,37.77777777777778
1697218250,38.333333333333336
1697218250,37.77777777777778
1697218251,38.333333333333336
1697218251,38.333333333333336
1697218252,38.333333333333336
1697218252,37.77777777777778
1697218253,37.77777777777778
1697218253,37.77777777777778
1697218254,37.77777777777778
1697218254,37.77777777777778
1697218255,37.77777777777778
1697218255,37.77777777777778
1697218256,38.333333333333336
1697218256,38.333333333333336
1697218257,38.888888888888886
1697218257,38.333333333333336
1697218258,38.333333333333336
1697218258,38.333333333333336
1697218259,37.77777777777778
1697218259,37.77777777777778
1697218260,38.333333333333336
1697218260,37.77777777777778
1697218261,38.333333333333336
1697218261,38.333333333333336
1697218262,38.333333333333336
1697218262,38.333333333333336
1697218263,38.333333333333336
1697218263,37.77777777777778
1697218264,38.333333333333336
1697218264,38.333333333333336
1697218265,37.77777777777778
1697218265,38.333333333333336
1697218266,38.333333333333336
1697218266,38.333333333333336
1697218267,38.333333333333336
1697218267,37.77777777777778
1697218268,38.333333333333336
1697218268,37.77777777777778
1697218269,38.333333333333336
1697218270,37.77777777777778
1697218270,53.33333333333333
1697218270,38.333333333333336
1697218271,37.77777777777778
1697218271,38.333333333333336
1697218272,38.333333333333336
1697218272,38.333333333333336
1697218273,37.77777777777778
1697218273,38.333333333333336
1697218274,37.77777777777778
1697218274,38.333333333333336
1697218275,38.333333333333336
1697218275,38.333333333333336
1697218276,37.77777777777778
1697218276,38.333333333333336
1697218277,37.77777777777778
1697218303,38.333333333333336
1697218304,38.888888888888886
1697218304,38.333333333333336
1697218305,37.77777777777778
1697218305,38.333333333333336
1697218306,38.333333333333336
1697218306,38.333333333333336
1697218307,38.333333333333336
1697218307,38.888888888888886
1697218308,38.333333333333336
1697218308,38.333333333333336
1697218309,38.333333333333336
1697218309,38.333333333333336
1697218310,38.333333333333336
1697218310,38.333333333333336
