,Temps,Temperature,Frequency,Cpu_usage,Cpu_memory,Classe
4718,1697220630.298,48.686,1800.0,3.0,10.7,normal
4719,1697220630.801,48.686,1800.0,3.5,10.7,normal
4720,1697220631.303,48.199,1800.0,5.4,10.7,normal
4721,1697220631.806,47.712,1800.0,3.0,10.7,normal
4722,1697220632.308,48.686,1800.0,3.5,10.7,normal
4723,1697220632.811,46.738,1800.0,4.5,10.7,normal
4724,1697220633.313,48.199,1800.0,4.0,10.7,normal
4725,1697220633.816,48.199,1800.0,4.0,10.7,normal
4726,1697220634.32,47.225,800.0,5.9,10.7,normal
4727,1697220634.824,48.199,900.0,5.9,10.7,normal
4728,1697220635.328,48.199,1800.0,12.9,9.7,normal
4729,1697220635.833,48.199,1800.0,32.3,10.5,normal
4730,1697220636.335,47.712,1800.0,15.9,10.6,normal
4731,1697220636.838,48.686,1800.0,3.0,10.6,normal
4732,1697220637.34,48.199,1800.0,4.0,10.6,normal
4733,1697220637.843,48.686,1800.0,4.0,10.6,normal
4734,1697220638.345,47.712,1800.0,3.5,10.6,normal
4735,1697220638.848,48.686,1800.0,4.0,10.6,normal
4736,1697220639.351,48.199,1800.0,5.4,10.6,normal
4737,1697220639.853,48.199,1800.0,3.0,10.6,normal
4738,1697220640.358,48.686,700.0,4.4,10.6,normal
4739,1697220640.862,47.712,800.0,4.5,10.6,normal
4740,1697220641.367,46.738,800.0,3.0,10.5,normal
4741,1697220641.871,49.173,1800.0,31.0,10.4,normal
4742,1697220642.374,48.686,1800.0,25.4,10.6,normal
4743,1697220642.876,48.199,1800.0,3.5,10.6,normal
4744,1697220643.379,48.199,1800.0,4.4,10.6,normal
4745,1697220643.881,47.712,1800.0,4.5,10.6,normal
4746,1697220644.384,48.199,1800.0,3.0,10.6,normal
4747,1697220644.886,49.173,1800.0,4.0,10.6,normal
4748,1697220645.388,48.199,1800.0,4.0,10.6,normal
4749,1697220645.891,47.712,1800.0,3.5,10.6,normal
4750,1697220646.393,47.712,1800.0,3.0,10.6,normal
4751,1697220646.899,46.738,600.0,5.4,10.6,normal
4752,1697220647.405,47.712,600.0,6.4,10.6,normal
4753,1697220647.908,48.686,1800.0,22.0,10.2,normal
4754,1697220648.41,48.686,1800.0,34.0,10.6,normal
4755,1697220648.913,48.686,1800.0,3.0,10.6,normal
4756,1697220649.416,49.173,1800.0,4.0,10.6,normal
4757,1697220649.918,47.225,1800.0,4.0,10.6,normal
4758,1697220650.421,47.225,1800.0,2.5,10.6,normal
4759,1697220650.923,47.712,1800.0,3.5,10.6,normal
4760,1697220651.426,48.199,1800.0,4.5,10.6,normal
4761,1697220651.928,47.712,1800.0,3.0,10.6,normal
4762,1697220652.431,47.712,1800.0,4.0,10.6,normal
4763,1697220652.936,47.225,600.0,4.0,10.6,normal
4764,1697220653.441,47.225,1000.0,6.9,10.6,normal
4765,1697220653.944,48.686,1800.0,26.6,10.3,normal
4766,1697220654.447,48.199,1800.0,29.9,10.5,normal
4767,1697220654.949,48.686,1800.0,3.0,10.5,normal
4768,1697220655.452,48.199,1800.0,4.5,10.6,normal
4769,1697220655.955,48.199,1800.0,4.0,10.6,normal
4770,1697220656.457,47.712,1800.0,3.5,10.6,normal
4771,1697220656.96,48.686,1800.0,3.0,10.6,normal
4772,1697220657.462,47.712,1800.0,4.5,10.6,normal
4773,1697220657.965,47.712,1800.0,4.5,10.6,normal
4774,1697220658.467,47.712,1800.0,4.5,10.6,normal
4775,1697220658.971,48.199,800.0,6.0,10.6,normal
4776,1697220659.476,47.225,900.0,6.9,10.5,normal
4777,1697220659.979,48.686,1800.0,29.5,10.4,normal
4778,1697220660.482,48.199,1800.0,24.0,10.6,normal
4779,1697220660.984,47.225,1800.0,3.5,10.6,normal
4780,1697220661.487,48.199,1800.0,4.0,10.6,normal
4781,1697220661.989,48.199,1800.0,5.9,10.6,normal
4782,1697220662.492,48.686,1800.0,3.5,10.6,normal
4783,1697220662.994,48.199,1800.0,4.5,10.6,normal
4784,1697220663.497,47.712,1800.0,3.5,10.7,normal
4785,1697220664.0,49.173,1800.0,5.9,10.7,normal
4786,1697220664.502,47.225,1800.0,4.0,10.7,normal
4787,1697220665.006,47.712,800.0,4.0,10.7,normal
4788,1697220665.511,47.712,800.0,5.4,10.7,normal
4789,1697220666.014,48.199,1800.0,24.0,10.4,normal
4790,1697220666.517,47.712,1800.0,31.7,10.7,normal
4791,1697220667.02,47.712,1800.0,4.0,10.7,normal
4792,1697220667.522,48.199,1800.0,3.5,10.7,normal
4793,1697220668.025,48.686,1800.0,3.0,10.7,normal
4794,1697220668.527,48.199,1800.0,4.5,10.7,normal
4795,1697220669.03,47.225,1800.0,4.5,10.7,normal
4796,1697220669.532,47.712,1800.0,4.4,10.7,normal
4797,1697220670.035,47.712,1800.0,2.5,10.7,normal
4798,1697220670.537,47.712,1800.0,4.5,10.7,normal
4799,1697220671.042,48.199,800.0,5.0,10.7,normal
4800,1697220671.546,48.199,800.0,5.9,10.7,normal
4801,1697220672.049,47.712,1800.0,17.4,10.2,normal
4802,1697220672.552,48.199,1800.0,37.8,10.6,normal
4803,1697220673.054,47.712,1800.0,5.0,10.6,normal
4804,1697220673.557,48.686,1800.0,2.5,10.6,normal
4805,1697220674.059,47.225,1800.0,4.5,10.6,normal
4806,1697220674.562,48.686,1800.0,5.0,10.6,normal
4807,1697220675.064,48.199,1800.0,4.0,10.6,normal
4808,1697220675.567,47.712,1800.0,4.0,10.6,normal
4809,1697220676.069,47.712,1800.0,3.5,10.6,normal
4810,1697220676.572,48.199,1800.0,4.0,10.6,normal
4811,1697220677.077,47.225,700.0,5.0,10.7,normal
4812,1697220677.581,47.712,1000.0,5.4,10.6,normal
4813,1697220678.084,47.225,1800.0,10.0,9.5,normal
4814,1697220678.587,47.712,1800.0,28.5,10.5,normal
4815,1697220679.089,48.199,1800.0,21.7,10.6,normal
4816,1697220679.592,47.712,1800.0,5.0,10.6,normal
4817,1697220680.094,48.199,1800.0,4.0,10.6,normal
4818,1697220680.597,48.686,1800.0,3.5,10.6,normal
4819,1697220681.1,48.199,1800.0,4.5,10.6,normal
4820,1697220681.602,47.225,1800.0,4.5,10.6,normal
4821,1697220682.105,47.225,1800.0,3.0,10.6,normal
4822,1697220682.607,47.712,1800.0,4.0,10.6,normal
4823,1697220683.112,48.199,700.0,5.4,10.6,normal
4824,1697220683.618,47.712,600.0,4.5,10.6,normal
4825,1697220684.124,47.225,600.0,5.9,10.6,normal
4826,1697220684.628,48.199,1800.0,28.2,10.4,normal
4827,1697220685.131,48.686,1800.0,26.8,10.6,normal
4828,1697220685.634,49.173,1800.0,4.0,10.6,normal
4829,1697220686.136,47.225,1800.0,4.0,10.6,normal
4830,1697220686.639,47.225,1800.0,3.5,10.6,normal
4831,1697220687.141,48.686,1800.0,3.5,10.6,normal
4832,1697220687.644,47.712,1800.0,4.5,10.6,normal
4833,1697220688.146,47.225,1800.0,3.5,10.6,normal
4834,1697220688.649,48.686,1800.0,3.5,10.6,normal
4835,1697220689.152,47.225,1800.0,5.0,10.6,normal
4836,1697220689.658,47.225,600.0,3.5,10.6,normal
4837,1697220690.164,47.712,600.0,4.4,10.6,normal
4838,1697220690.667,48.199,1800.0,21.4,10.3,normal
4839,1697220691.171,49.173,1800.0,30.3,10.6,normal
4840,1697220691.674,48.199,1800.0,4.0,10.6,normal
4841,1697220692.177,47.712,1800.0,3.0,10.6,normal
4842,1697220692.679,48.199,1800.0,3.5,10.6,normal
4843,1697220693.182,48.199,1800.0,3.0,10.6,normal
4844,1697220693.684,48.686,1800.0,3.5,10.6,normal
4845,1697220694.187,47.712,1800.0,5.0,10.6,normal
4846,1697220694.69,48.686,1800.0,4.5,10.6,normal
4847,1697220695.192,48.199,1800.0,3.0,10.6,normal
4848,1697220695.697,48.199,700.0,4.5,10.6,normal
4849,1697220696.2,47.712,1800.0,5.9,10.6,normal
4850,1697220696.704,48.686,1800.0,27.2,10.4,normal
4851,1697220697.206,48.686,1800.0,25.8,10.6,normal
4852,1697220697.709,49.173,1800.0,4.9,10.6,normal
4853,1697220698.212,48.199,1800.0,3.0,10.6,normal
4854,1697220698.714,47.712,1800.0,3.5,10.6,normal
4855,1697220699.217,48.686,1800.0,5.0,10.6,normal
4856,1697220699.719,48.686,1800.0,4.5,10.6,normal
4857,1697220700.222,48.199,1800.0,3.0,10.6,normal
4858,1697220700.724,48.199,1800.0,3.5,10.6,normal
4859,1697220701.228,47.225,900.0,6.4,10.6,normal
4860,1697220701.733,46.738,700.0,5.9,10.6,normal
4861,1697220702.238,47.712,1000.0,9.0,10.5,normal
4862,1697220702.74,48.686,1800.0,29.5,10.4,normal
4863,1697220703.243,48.199,1800.0,21.7,10.6,normal
4864,1697220703.746,48.686,1800.0,3.5,10.6,normal
4865,1697220704.248,49.173,1800.0,6.0,10.6,normal
4866,1697220704.751,48.199,1800.0,3.5,10.6,normal
4867,1697220705.253,48.686,1800.0,3.0,10.6,normal
4868,1697220705.756,47.712,1800.0,4.5,10.6,normal
4869,1697220706.258,47.225,1800.0,4.5,10.6,normal
4870,1697220706.761,47.712,1800.0,3.5,10.6,normal
4871,1697220707.263,47.712,1800.0,2.0,10.6,normal
4872,1697220707.768,47.712,800.0,3.5,10.6,normal
4873,1697220708.271,48.199,1800.0,13.9,10.0,normal
4874,1697220708.774,49.173,1800.0,35.2,10.5,normal
4875,1697220709.276,48.199,1800.0,11.4,10.6,normal
4876,1697220709.779,48.686,1800.0,4.0,10.6,normal
4877,1697220710.281,48.686,1800.0,4.0,10.6,normal
4878,1697220710.784,48.199,1800.0,4.0,10.6,normal
4879,1697220711.287,47.225,1800.0,4.0,10.6,normal
4880,1697220711.789,49.173,1800.0,4.5,10.6,normal
4881,1697220712.292,47.712,1800.0,3.5,10.6,normal
4882,1697220712.794,47.712,1800.0,4.0,10.6,normal
4883,1697220713.298,48.199,1000.0,5.0,10.6,normal
4884,1697220713.802,46.738,800.0,6.4,10.6,normal
4885,1697220714.306,47.712,1000.0,8.5,10.5,normal
4886,1697220714.809,48.199,1800.0,30.2,10.4,normal
4887,1697220715.312,47.712,1800.0,24.0,10.6,normal
4888,1697220715.815,49.173,1800.0,4.5,10.6,normal
4889,1697220716.317,48.199,1800.0,4.0,10.6,normal
4890,1697220716.82,47.225,1800.0,4.5,10.6,normal
4891,1697220717.322,47.712,1800.0,3.0,10.6,normal
4892,1697220717.825,48.199,1800.0,3.5,10.6,normal
4893,1697220718.327,47.225,1800.0,3.5,10.6,normal
4894,1697220718.83,48.686,1800.0,3.5,10.6,normal
4895,1697220719.332,47.225,1800.0,5.4,10.6,normal
4896,1697220719.836,46.738,900.0,5.0,10.6,normal
4897,1697220720.34,46.738,1000.0,7.4,10.6,normal
4898,1697220720.844,48.199,1800.0,23.5,10.2,normal
4899,1697220721.347,48.686,1800.0,33.3,10.6,normal
4900,1697220721.849,47.712,1800.0,3.0,10.6,normal
4901,1697220722.352,48.199,1800.0,4.5,10.6,normal
4902,1697220722.854,48.199,1800.0,3.0,10.6,normal
4903,1697220723.357,47.712,1800.0,4.5,10.6,normal
4904,1697220723.859,48.199,1800.0,4.5,10.6,normal
4905,1697220724.362,48.199,1800.0,3.5,10.6,normal
4906,1697220724.864,48.686,1800.0,4.0,10.6,normal
4907,1697220725.367,47.712,1800.0,5.4,10.6,normal
4908,1697220725.872,48.199,700.0,4.5,10.6,normal
4909,1697220726.377,47.225,600.0,5.9,10.6,normal
4910,1697220726.88,47.712,1800.0,16.0,10.2,normal
4911,1697220727.383,49.66,1800.0,38.3,10.5,normal
4912,1697220727.886,47.712,1800.0,5.5,10.6,normal
4913,1697220728.388,48.686,1800.0,3.5,10.6,normal
4914,1697220728.891,49.173,1800.0,5.0,10.6,normal
4915,1697220729.393,47.712,1800.0,4.0,10.5,normal
4916,1697220729.896,47.712,1800.0,4.0,10.5,normal
4917,1697220730.399,47.712,1800.0,3.0,10.5,normal
4918,1697220730.901,48.199,1800.0,3.0,10.5,normal
4919,1697220731.404,48.199,1800.0,4.0,10.6,normal
4920,1697220731.909,48.199,600.0,3.9,10.6,normal
4921,1697220732.415,47.225,600.0,3.5,10.6,normal
4922,1697220732.92,46.738,700.0,9.9,9.5,normal
4923,1697220733.423,47.712,1800.0,28.7,10.4,normal
4924,1697220733.925,48.686,1800.0,21.6,10.6,normal
4925,1697220734.428,47.712,1800.0,4.0,10.6,normal
4926,1697220734.93,48.199,1800.0,3.0,10.6,normal
4927,1697220735.432,47.225,1800.0,4.5,10.6,normal
4928,1697220735.935,47.712,1800.0,4.5,10.6,normal
4929,1697220736.437,47.712,1800.0,2.5,10.6,normal
4930,1697220736.94,47.712,1800.0,3.0,10.6,normal
4931,1697220737.443,47.225,1800.0,4.5,10.6,normal
4932,1697220737.947,47.712,700.0,4.0,10.6,normal
4933,1697220738.452,47.712,800.0,5.0,10.6,normal
4934,1697220738.957,47.712,700.0,6.4,10.6,normal
4935,1697220739.46,48.199,1800.0,26.9,10.3,normal
4936,1697220739.963,47.712,1800.0,27.8,10.6,normal
4937,1697220740.466,47.712,1800.0,3.0,10.6,normal
4938,1697220740.968,47.225,1800.0,4.0,10.6,normal
4939,1697220741.471,47.225,1800.0,4.5,10.6,normal
4940,1697220741.973,48.686,1800.0,4.0,10.6,normal
4941,1697220742.476,47.225,1800.0,4.0,10.6,normal
4942,1697220742.978,47.712,1800.0,3.5,10.6,normal
4943,1697220743.481,46.738,1800.0,4.5,10.6,normal
4944,1697220743.984,49.66,1800.0,5.4,10.6,normal
4945,1697220744.489,48.199,600.0,4.5,10.6,normal
4946,1697220744.994,48.686,800.0,5.9,10.6,normal
4947,1697220745.497,48.199,1800.0,29.5,10.4,normal
4948,1697220745.999,47.712,1800.0,27.9,10.6,normal
4949,1697220746.502,47.225,1800.0,3.5,10.6,normal
4950,1697220747.004,47.712,1800.0,3.5,10.6,normal
4951,1697220747.507,49.173,1800.0,4.0,10.6,normal
4952,1697220748.009,47.712,1800.0,4.0,10.6,normal
4953,1697220748.512,47.225,1800.0,4.0,10.6,normal
4954,1697220749.014,47.225,1800.0,4.5,10.6,normal
4955,1697220749.517,48.686,1800.0,4.5,10.6,normal
4956,1697220750.02,48.686,1800.0,4.9,10.6,normal
4957,1697220750.524,48.199,800.0,4.5,10.6,normal
4958,1697220751.03,47.225,1000.0,7.0,10.4,normal
4959,1697220751.532,47.225,1800.0,29.7,10.5,normal
4960,1697220752.035,47.712,1800.0,22.6,10.6,normal
4961,1697220752.537,49.173,1800.0,3.5,10.6,normal
4962,1697220753.04,48.686,1800.0,4.0,10.6,normal
4963,1697220753.543,47.712,1800.0,4.5,10.6,normal
4964,1697220754.045,48.199,1800.0,5.4,10.6,normal
4965,1697220754.548,47.712,1800.0,3.5,10.6,normal
4966,1697220755.05,49.173,1800.0,4.5,10.6,normal
4967,1697220755.553,47.712,1800.0,3.5,10.6,normal
4968,1697220756.055,47.225,1800.0,1.0,10.6,normal
4969,1697220756.56,47.712,750.0,7.9,10.7,normal
4970,1697220757.066,47.712,600.0,5.0,10.5,normal
4971,1697220757.569,48.686,1800.0,26.1,10.3,normal
4972,1697220758.072,48.686,1800.0,31.0,10.6,normal
4973,1697220758.575,48.686,1800.0,3.0,10.6,normal
4974,1697220759.077,49.173,1800.0,4.0,10.6,normal
4975,1697220759.58,47.712,1800.0,4.0,10.6,normal
4976,1697220760.082,47.712,1800.0,4.5,10.6,normal
4977,1697220760.585,47.712,1800.0,3.5,10.6,normal
4978,1697220761.087,47.712,1800.0,4.0,10.6,normal
4979,1697220761.59,48.199,1800.0,3.5,10.6,normal
4980,1697220762.092,47.712,1800.0,5.0,10.6,normal
4981,1697220762.597,47.712,800.0,4.5,10.6,normal
4982,1697220763.101,47.712,800.0,4.5,10.6,normal
4983,1697220763.604,47.712,1800.0,18.9,10.2,normal
4984,1697220764.107,49.173,1800.0,38.5,10.6,normal
4985,1697220764.609,47.712,1800.0,3.5,10.6,normal
4986,1697220765.112,48.199,1800.0,3.5,10.6,normal
4987,1697220765.614,47.225,1800.0,3.5,10.6,normal
4988,1697220766.117,47.225,1800.0,3.5,10.6,normal
4989,1697220766.619,48.199,1800.0,4.0,10.6,normal
4990,1697220767.122,48.199,1800.0,3.5,10.6,normal
4991,1697220767.624,47.712,1800.0,4.4,10.6,normal
4992,1697220768.127,48.199,1800.0,3.5,10.6,normal
4993,1697220768.632,46.738,600.0,5.0,10.6,normal
4994,1697220769.138,48.199,600.0,6.4,10.6,normal
4995,1697220769.646,48.199,1800.0,24.8,10.3,normal
4996,1697220770.149,47.225,1800.0,31.5,10.6,normal
4997,1697220770.652,48.199,1800.0,4.0,10.6,normal
4998,1697220771.155,49.173,1800.0,5.4,10.6,normal
4999,1697220771.658,47.712,1800.0,2.5,10.6,normal
5000,1697220772.16,47.225,1800.0,3.5,10.6,normal
5001,1697220772.663,47.712,1800.0,3.5,10.6,normal
5002,1697220773.166,48.686,1800.0,2.0,10.6,normal
5003,1697220773.668,48.199,1800.0,3.0,10.6,normal
5004,1697220774.171,47.225,1800.0,4.5,10.6,normal
5005,1697220774.679,47.712,600.0,3.9,10.6,normal
5006,1697220775.185,47.225,1000.0,6.4,10.6,normal
5007,1697220775.689,49.173,1800.0,28.9,10.4,normal
5008,1697220776.192,48.199,1800.0,25.9,10.6,normal
5009,1697220776.695,49.173,1800.0,4.0,10.6,normal
5010,1697220777.198,47.712,1800.0,3.5,10.6,normal
5011,1697220777.701,47.712,1800.0,4.0,10.6,normal
5012,1697220778.203,48.199,1800.0,4.5,10.6,normal
5013,1697220778.706,48.199,1800.0,4.5,10.6,normal
5014,1697220779.208,47.225,1800.0,4.5,10.6,normal
5015,1697220779.711,47.712,1800.0,3.0,10.6,normal
5016,1697220780.213,48.199,1800.0,5.0,10.6,normal
5017,1697220780.718,47.712,600.0,5.0,10.6,normal
5018,1697220781.224,47.225,700.0,7.4,10.6,normal
5019,1697220781.727,48.199,1800.0,23.8,10.2,normal
5020,1697220782.23,49.173,1800.0,32.2,10.5,normal
5021,1697220782.732,46.738,1800.0,4.0,10.5,normal
5022,1697220783.235,48.199,1800.0,4.5,10.5,normal
5023,1697220783.737,46.738,1800.0,4.5,10.5,normal
5024,1697220784.24,48.199,1800.0,6.5,10.6,normal
5025,1697220784.743,47.225,1800.0,3.5,10.6,normal
5026,1697220785.245,48.199,1800.0,5.0,10.6,normal
5027,1697220785.748,48.199,1800.0,4.0,10.6,normal
5028,1697220786.25,47.225,1800.0,4.0,10.6,normal
5029,1697220786.754,47.225,900.0,5.0,10.6,normal
5030,1697220787.258,47.712,1000.0,6.4,10.4,normal
5031,1697220787.762,49.173,1800.0,28.4,10.4,normal
5032,1697220788.264,47.712,1800.0,24.6,10.6,normal
5033,1697220788.767,49.173,1800.0,3.5,10.6,normal
5034,1697220789.269,47.712,1800.0,4.5,10.6,normal
5035,1697220789.772,48.199,1800.0,3.5,10.6,normal
5036,1697220790.274,47.712,1800.0,4.0,10.6,normal
5037,1697220790.777,46.738,1800.0,3.5,10.6,normal
5038,1697220791.279,47.712,1800.0,3.0,10.6,normal
5039,1697220791.782,47.225,1800.0,4.5,10.6,normal
5040,1697220792.285,48.686,1800.0,4.0,10.6,normal
5041,1697220792.788,47.225,900.0,5.5,10.6,normal
5042,1697220793.293,47.225,900.0,5.4,10.7,normal
5043,1697220793.796,48.199,1800.0,24.8,10.3,normal
5044,1697220794.299,49.173,1800.0,32.3,10.6,normal
5045,1697220794.801,47.712,1800.0,2.5,10.6,normal
5046,1697220795.304,48.199,1800.0,4.0,10.6,normal
5047,1697220795.806,47.225,1800.0,4.5,10.6,normal
5048,1697220796.309,46.738,1800.0,3.0,10.6,normal
5049,1697220796.811,47.225,1800.0,3.5,10.6,normal
5050,1697220797.314,47.712,1800.0,3.0,10.7,normal
5051,1697220797.816,48.199,1800.0,4.0,10.7,normal
5052,1697220798.319,46.738,1800.0,3.5,10.7,normal
5053,1697220798.823,47.712,900.0,4.5,10.7,normal
5054,1697220799.329,46.738,600.0,4.0,10.6,normal
5055,1697220799.834,49.173,1800.0,26.4,10.4,normal
5056,1697220800.336,49.173,1800.0,27.1,10.6,normal
5057,1697220800.839,48.199,1800.0,4.5,10.6,normal
5058,1697220801.341,47.712,1800.0,3.0,10.6,normal
5059,1697220801.844,47.712,1800.0,3.5,10.6,normal
5060,1697220802.347,48.199,1800.0,5.0,10.6,normal
5061,1697220802.849,47.712,1800.0,5.0,10.6,normal
5062,1697220803.352,48.199,1800.0,3.5,10.7,normal
5063,1697220803.854,47.712,1800.0,2.5,10.7,normal
5064,1697220804.357,48.199,1800.0,6.4,10.6,normal
5065,1697220804.862,47.712,600.0,4.5,10.6,normal
5066,1697220805.369,47.225,800.0,7.9,10.4,normal
5067,1697220805.872,49.173,1800.0,28.4,10.4,normal
5068,1697220806.375,48.199,1800.0,23.8,10.6,normal
5069,1697220806.878,48.686,1800.0,3.0,10.6,normal
5070,1697220807.38,48.199,1800.0,3.0,10.6,normal
5071,1697220807.883,47.712,1800.0,3.5,10.6,normal
5072,1697220808.385,47.225,1800.0,3.5,10.6,normal
5073,1697220808.888,48.199,1800.0,6.4,10.6,normal
5074,1697220809.39,48.199,1800.0,4.0,10.6,normal
5075,1697220809.893,48.199,1800.0,3.0,10.6,normal
5076,1697220810.397,47.225,800.0,5.4,10.6,normal
5077,1697220810.903,47.712,600.0,6.4,10.6,normal
5078,1697220811.409,47.712,600.0,5.4,10.6,normal
5079,1697220811.912,47.712,1800.0,25.5,10.4,normal
5080,1697220812.415,47.712,1800.0,30.0,10.6,normal
5081,1697220812.917,47.712,1800.0,4.5,10.6,normal
5082,1697220813.42,47.225,1800.0,3.0,10.6,normal
5083,1697220813.922,48.199,1800.0,4.0,10.6,normal
5084,1697220814.425,48.199,1800.0,2.5,10.7,normal
5085,1697220814.927,47.712,1800.0,4.0,10.7,normal
5086,1697220815.43,47.225,1800.0,4.5,10.7,normal
5087,1697220815.932,46.738,1800.0,3.5,10.7,normal
5088,1697220816.435,48.199,1800.0,3.5,10.7,normal
5089,1697220816.94,47.225,600.0,4.9,10.7,normal
5090,1697220817.446,46.251,600.0,5.9,10.7,normal
5091,1697220817.948,47.712,1800.0,18.6,10.3,normal
5092,1697220818.451,48.199,1800.0,37.5,10.6,normal
5093,1697220818.954,49.66,1800.0,5.0,10.6,normal
5094,1697220819.456,47.712,1800.0,5.0,10.6,normal
5095,1697220819.959,48.686,1800.0,3.5,10.6,normal
5096,1697220820.461,47.712,1800.0,3.5,10.6,normal
5097,1697220820.964,47.225,1800.0,3.9,10.6,normal
5098,1697220821.466,47.225,1800.0,4.0,10.6,normal
5099,1697220821.969,47.225,1800.0,3.0,10.6,normal
5100,1697220822.472,47.225,1800.0,4.4,10.6,normal
5101,1697220822.976,47.225,700.0,4.5,10.6,normal
5102,1697220823.481,47.225,700.0,5.5,10.6,normal
5103,1697220823.985,47.712,1000.0,12.9,9.6,normal
5104,1697220824.489,47.712,1800.0,28.4,10.5,normal
5105,1697220824.991,48.686,1800.0,19.7,10.6,normal
5106,1697220825.494,47.225,1800.0,4.0,10.5,normal
5107,1697220825.996,47.712,1800.0,4.5,10.5,normal
5108,1697220826.499,47.712,1800.0,4.5,10.6,normal
5109,1697220827.001,48.686,1800.0,3.5,10.6,normal
5110,1697220827.504,47.712,1800.0,4.5,10.6,normal
5111,1697220828.007,46.251,1800.0,4.0,10.6,normal
5112,1697220828.509,48.199,1800.0,3.5,10.6,normal
5113,1697220829.012,48.686,1800.0,4.0,10.6,normal
5114,1697220829.516,46.251,800.0,5.5,10.6,normal
5115,1697220830.021,47.225,800.0,5.9,10.6,normal
5116,1697220830.524,48.686,1800.0,26.4,10.4,normal
5117,1697220831.027,49.173,1800.0,29.2,10.6,normal
5118,1697220831.529,47.712,1800.0,3.5,10.6,normal
5119,1697220832.032,46.738,1800.0,3.5,10.6,normal
5120,1697220832.534,48.199,1800.0,3.0,10.5,normal
5121,1697220833.037,47.712,1800.0,3.0,10.5,normal
5122,1697220833.54,47.225,1800.0,5.4,10.6,normal
5123,1697220834.042,47.225,1800.0,4.0,10.6,normal
5124,1697220834.545,47.225,1800.0,3.0,10.6,normal
5125,1697220835.047,47.225,1800.0,3.0,10.6,normal
5126,1697220835.551,47.712,1000.0,6.9,10.6,normal
5127,1697220836.056,48.199,700.0,6.0,10.6,normal
5128,1697220836.559,47.712,1800.0,20.0,10.2,normal
5129,1697220837.062,47.712,1800.0,34.0,10.6,normal
5130,1697220837.564,47.712,1800.0,4.0,10.6,normal
5131,1697220838.067,47.712,1800.0,4.0,10.6,normal
5132,1697220838.569,47.712,1800.0,4.0,10.6,normal
5133,1697220839.072,47.712,1800.0,4.0,10.6,normal
5134,1697220839.574,47.225,1800.0,4.5,10.6,normal
5135,1697220840.077,47.225,1800.0,4.5,10.6,normal
5136,1697220840.579,47.225,1800.0,5.0,10.6,normal
5137,1697220841.082,46.738,1800.0,4.0,10.6,normal
5138,1697220841.586,47.712,800.0,5.0,10.6,normal
5139,1697220842.091,47.225,800.0,5.9,10.6,normal
5140,1697220842.593,48.199,1800.0,12.1,9.9,normal
5141,1697220843.097,49.173,1800.0,35.1,10.5,normal
5142,1697220843.6,47.225,1800.0,11.5,10.6,normal
5143,1697220844.102,47.225,1800.0,4.5,10.6,normal
5144,1697220844.605,47.712,1800.0,4.0,10.6,normal
5145,1697220845.108,48.199,1800.0,4.5,10.6,normal
5146,1697220845.61,47.712,1800.0,3.5,10.6,normal
5147,1697220846.113,48.199,1800.0,3.0,10.6,normal
5148,1697220846.615,47.225,1800.0,5.0,10.6,normal
5149,1697220847.118,48.199,1800.0,5.0,10.6,normal
5150,1697220847.623,47.225,700.0,4.0,10.6,normal
5151,1697220848.128,47.225,600.0,5.0,10.6,normal
5152,1697220848.632,48.199,1800.0,19.2,10.2,normal
5153,1697220849.134,48.686,1800.0,37.9,10.6,normal
5154,1697220849.637,46.738,1800.0,4.0,10.6,normal
5155,1697220850.139,47.712,1800.0,3.5,10.6,normal
5156,1697220850.642,48.199,1800.0,3.0,10.6,normal
5157,1697220851.144,48.199,1800.0,3.5,10.6,normal
5158,1697220851.647,47.712,1800.0,4.5,10.6,normal
5159,1697220852.15,48.686,1800.0,3.0,10.6,normal
5160,1697220852.653,48.686,1800.0,3.5,10.6,normal
5161,1697220853.155,48.199,1800.0,3.0,10.6,normal
5162,1697220853.661,48.686,600.0,4.5,10.6,normal
5163,1697220854.166,47.712,900.0,5.9,10.6,normal
5164,1697220854.668,48.686,1800.0,23.0,10.3,normal
5165,1697220855.171,49.173,1800.0,30.2,10.5,normal
5166,1697220855.674,47.712,1800.0,4.0,10.5,normal
5167,1697220856.176,48.199,1800.0,3.0,10.5,normal
5168,1697220856.679,47.712,1800.0,4.0,10.6,normal
5169,1697220857.185,47.712,1800.0,2.5,10.6,normal
5170,1697220857.687,48.199,1800.0,4.4,10.6,normal
5171,1697220858.19,47.712,1800.0,3.0,10.6,normal
5172,1697220858.692,47.225,1800.0,3.5,10.6,normal
5173,1697220859.195,47.712,1800.0,5.4,10.6,normal
5174,1697220859.701,47.225,600.0,4.0,10.6,normal
5175,1697220860.207,46.738,600.0,7.4,10.6,normal
5176,1697220860.711,48.686,1800.0,26.2,10.4,normal
5177,1697220861.214,47.712,1800.0,28.1,10.7,normal
5178,1697220861.717,47.712,1800.0,3.0,10.7,normal
5179,1697220862.219,47.712,1800.0,3.0,10.7,normal
5180,1697220862.722,47.712,1800.0,4.0,10.7,normal
5181,1697220863.224,48.199,1800.0,5.0,10.7,normal
5182,1697220863.727,46.738,1800.0,4.0,10.7,normal
5183,1697220864.229,47.225,1800.0,4.0,10.7,normal
5184,1697220864.732,47.712,1800.0,3.5,10.7,normal
