Temps,Temperature,Frequency,Cpu_usage,Cpu_memory,Cluster
1697219166.85,44.79,1800.0,3.5,10.5,cluster0
1697219167.353,45.277,1800.0,3.0,10.5,cluster0
1697219167.855,44.79,1800.0,4.0,10.5,cluster0
1697219168.359,45.277,900.0,4.4,10.5,cluster0
1697219168.864,45.764,800.0,5.4,10.5,cluster0
1697219169.367,45.277,1800.0,10.0,9.4,cluster0
1697219169.87,46.251,1800.0,28.4,10.3,cluster0
1697219170.372,47.225,1800.0,20.9,10.5,cluster0
1697219170.875,46.251,1800.0,4.0,10.5,cluster0
1697219171.377,46.251,1800.0,12.0,10.5,cluster0
1697219171.88,45.764,1800.0,3.0,10.5,cluster0
1697219172.382,45.764,1800.0,3.5,10.5,cluster0
1697219172.885,44.79,1800.0,3.5,10.5,cluster0
1697219173.387,46.251,1800.0,3.5,10.5,cluster0
1697219173.89,47.225,1800.0,5.0,10.5,cluster0
1697219174.395,45.277,700.0,3.5,10.5,cluster0
1697219174.899,45.764,900.0,6.4,10.5,cluster0
1697219175.405,45.277,600.0,4.5,10.5,cluster0
1697219175.909,45.277,1800.0,26.4,10.2,cluster0
1697219176.412,45.277,1800.0,26.9,10.5,cluster0
1697219176.914,46.251,1800.0,4.0,10.5,cluster0
1697219177.417,46.251,1800.0,3.5,10.5,cluster0
1697219177.919,46.738,1800.0,2.5,10.5,cluster0
1697219178.422,46.251,1800.0,5.0,10.5,cluster0
1697219178.924,45.277,1800.0,4.5,10.5,cluster0
1697219179.427,46.251,1800.0,3.0,10.5,cluster0
1697219179.929,45.764,1800.0,2.5,10.5,cluster0
1697219180.432,44.79,1800.0,3.5,10.5,cluster0
1697219180.936,45.764,900.0,4.9,10.5,cluster0
1697219181.441,45.764,1000.0,8.5,9.5,cluster0
1697219181.944,46.738,1800.0,28.2,10.3,cluster0
1697219182.447,46.251,1800.0,21.9,10.5,cluster0
1697219182.949,45.764,1800.0,4.0,10.5,cluster0
1697219183.452,45.277,1800.0,3.0,10.5,cluster0
1697219183.954,46.251,1800.0,3.5,10.5,cluster0
1697219184.457,46.251,1800.0,3.5,10.5,cluster0
1697219184.96,45.277,1800.0,4.5,10.5,cluster0
1697219185.462,46.251,1800.0,3.5,10.5,cluster0
1697219185.965,45.764,1800.0,2.5,10.5,cluster0
1697219186.467,46.251,1800.0,3.5,10.5,cluster0
1697219186.973,46.251,600.0,4.5,10.5,cluster0
1697219187.476,46.251,1800.0,13.4,9.9,cluster0
1697219187.978,47.225,1800.0,36.4,10.5,cluster0
1697219188.481,46.251,1800.0,7.0,10.5,cluster0
1697219188.984,45.764,1800.0,4.0,10.5,cluster0
1697219189.486,45.277,1800.0,4.5,10.5,cluster0
1697219189.989,46.251,1800.0,2.5,10.5,cluster0
1697219190.491,45.277,1800.0,2.5,10.5,cluster0
1697219190.994,46.738,1800.0,4.5,10.5,cluster0
1697219191.496,46.251,1800.0,4.0,10.5,cluster0
1697219191.999,46.251,1800.0,3.0,10.5,cluster0
1697219192.503,45.277,700.0,3.9,10.5,cluster0
1697219193.009,45.764,600.0,5.0,10.5,cluster0
1697219193.515,44.79,800.0,6.9,10.4,cluster0
1697219194.018,46.251,1800.0,29.2,10.4,cluster0
1697219194.52,46.251,1800.0,23.5,10.5,cluster0
1697219195.023,45.277,1800.0,4.5,10.5,cluster0
1697219195.525,45.764,1800.0,3.5,10.5,cluster0
1697219196.028,46.251,1800.0,3.0,10.5,cluster0
1697219196.53,45.277,1800.0,3.5,10.5,cluster0
1697219197.033,45.764,1800.0,3.0,10.5,cluster0
1697219197.536,46.251,1800.0,3.5,10.5,cluster0
1697219198.038,46.251,1800.0,3.0,10.5,cluster0
1697219198.541,45.277,1800.0,3.4,10.5,cluster0
1697219199.046,45.764,600.0,5.9,10.5,cluster0
1697219199.55,45.277,1800.0,11.4,9.6,cluster0
1697219200.053,46.738,1800.0,30.8,10.4,cluster0
1697219200.556,46.251,1800.0,15.5,10.5,cluster0
1697219201.059,45.764,1800.0,4.0,10.5,cluster0
1697219201.561,45.764,1800.0,3.0,10.5,cluster0
1697219202.064,45.764,1800.0,4.0,10.5,cluster0
1697219202.566,44.79,1800.0,3.0,10.5,cluster0
1697219203.069,45.764,1800.0,4.5,10.5,cluster0
1697219203.571,45.764,1800.0,3.5,10.5,cluster0
1697219204.074,45.764,1800.0,4.0,10.5,cluster0
1697219204.578,45.277,700.0,1.5,10.5,cluster0
1697219205.084,46.251,600.0,4.5,10.5,cluster0
1697219205.587,46.738,1800.0,16.4,10.2,cluster0
1697219206.09,45.277,1800.0,35.7,10.5,cluster0
1697219206.593,46.251,1800.0,3.0,10.6,cluster0
1697219207.095,46.251,1800.0,3.5,10.6,cluster0
1697219207.598,46.251,1800.0,3.5,10.6,cluster0
1697219208.1,45.764,1800.0,3.5,10.6,cluster0
1697219208.603,45.277,1800.0,3.0,10.6,cluster0
1697219209.105,45.277,1800.0,5.0,10.6,cluster0
1697219209.608,46.251,1800.0,3.0,10.6,cluster0
1697219210.11,45.764,1800.0,3.5,10.6,cluster0
1697219210.616,45.764,600.0,2.5,10.6,cluster0
1697219211.121,44.79,600.0,5.0,10.5,cluster0
1697219211.624,44.79,1800.0,23.0,10.2,cluster0
1697219212.127,45.764,1800.0,32.5,10.5,cluster0
1697219212.629,44.79,1800.0,3.4,10.5,cluster0
1697219213.132,46.251,1800.0,2.5,10.5,cluster0
1697219213.634,45.764,1800.0,3.5,10.5,cluster0
1697219214.137,46.251,1800.0,3.5,10.5,cluster0
1697219214.639,45.277,1800.0,3.0,10.5,cluster0
1697219215.142,45.277,1800.0,3.0,10.5,cluster0
1697219215.644,45.277,1800.0,4.5,10.5,cluster0
1697219216.147,45.277,1800.0,2.5,10.5,cluster0
1697219216.652,44.79,600.0,3.0,10.5,cluster0
1697219217.158,44.79,600.0,4.9,10.5,cluster0
1697219217.661,44.79,1800.0,16.5,9.9,cluster0
1697219218.164,46.251,1800.0,36.7,10.4,cluster0
1697219218.667,45.277,1800.0,5.5,10.5,cluster0
1697219219.169,45.277,1800.0,4.0,10.5,cluster0
1697219219.672,46.251,1800.0,3.5,10.5,cluster0
1697219220.174,45.277,1800.0,4.0,10.5,cluster0
1697219220.677,45.277,1800.0,3.0,10.5,cluster0
1697219221.179,44.79,1800.0,4.4,10.5,cluster0
1697219221.682,45.764,1800.0,3.5,10.5,cluster0
1697219222.184,45.277,1800.0,3.0,10.6,cluster0
1697219222.689,46.251,700.0,3.0,10.6,cluster0
1697219223.196,45.277,600.0,5.9,10.6,cluster0
1697219223.698,46.251,1800.0,19.5,10.1,cluster0
1697219224.201,47.225,1800.0,38.9,10.5,cluster0
1697219224.704,46.251,1800.0,3.5,10.5,cluster0
1697219225.206,45.277,1800.0,3.5,10.5,cluster0
1697219225.709,46.251,1800.0,2.5,10.5,cluster0
1697219226.212,45.277,1800.0,4.5,10.5,cluster0
1697219226.714,45.277,1800.0,3.5,10.5,cluster0
1697219227.217,45.764,1800.0,2.5,10.5,cluster0
1697219227.72,45.764,1800.0,4.0,10.5,cluster0
1697219228.222,46.251,1800.0,2.5,10.5,cluster0
1697219228.727,45.277,600.0,5.0,10.5,cluster0
1697219229.234,45.764,600.0,4.4,10.5,cluster0
1697219229.737,46.251,1800.0,23.3,10.1,cluster0
1697219230.24,45.277,1800.0,32.3,10.5,cluster0
1697219230.742,45.764,1800.0,2.5,10.5,cluster0
1697219231.245,45.277,1800.0,4.0,10.5,cluster0
1697219231.747,46.251,1800.0,3.5,10.5,cluster0
1697219232.25,45.277,1800.0,3.5,10.5,cluster0
1697219232.752,45.764,1800.0,3.0,10.5,cluster0
1697219233.255,45.764,1800.0,3.5,10.5,cluster0
1697219233.757,45.764,1800.0,4.5,10.5,cluster0
1697219234.26,45.764,1800.0,3.5,10.5,cluster0
1697219234.764,45.764,700.0,4.0,10.5,cluster0
1697219235.269,45.277,700.0,5.4,10.5,cluster0
1697219235.772,45.764,1800.0,15.0,10.0,cluster0
1697219236.276,46.738,1800.0,36.5,10.5,cluster0
1697219236.778,45.764,1800.0,6.0,10.5,cluster0
1697219237.281,45.764,1800.0,3.5,10.5,cluster0
1697219237.783,47.225,1800.0,2.5,10.5,cluster0
1697219238.286,45.764,1800.0,3.0,10.5,cluster0
1697219238.788,45.277,1800.0,4.5,10.5,cluster0
1697219239.291,45.764,1800.0,4.5,10.5,cluster0
1697219239.793,45.764,1800.0,3.0,10.5,cluster0
1697219240.296,45.764,1800.0,3.5,10.5,cluster0
1697219240.801,46.251,700.0,4.5,10.5,cluster0
1697219241.305,45.764,800.0,5.0,10.5,cluster0
1697219241.809,45.764,1100.0,8.5,9.5,cluster0
1697219242.312,47.225,1800.0,28.9,10.4,cluster0
1697219242.815,45.277,1800.0,21.0,10.6,cluster0
1697219243.318,45.764,1800.0,3.0,10.6,cluster0
1697219243.82,45.277,1800.0,3.5,10.6,cluster0
1697219244.323,45.764,1800.0,3.0,10.6,cluster0
1697219244.825,45.277,1800.0,2.0,10.6,cluster0
1697219245.328,45.764,1800.0,4.0,10.6,cluster0
1697219245.83,45.277,1800.0,1.5,10.6,cluster0
1697219246.333,46.251,1800.0,2.5,10.6,cluster0
1697219246.836,46.251,1800.0,2.5,10.6,cluster0
1697219247.34,44.79,900.0,4.5,10.6,cluster0
1697219247.845,45.277,800.0,4.0,10.6,cluster0
1697219248.348,46.738,1800.0,25.5,10.2,cluster0
1697219248.851,46.251,1800.0,28.0,10.5,cluster0
1697219249.353,45.764,1800.0,5.0,10.5,cluster0
1697219249.856,45.277,1800.0,4.0,10.5,cluster0
1697219250.358,45.277,1800.0,3.0,10.5,cluster0
1697219250.861,44.79,1800.0,3.4,10.5,cluster0
1697219251.363,44.79,1800.0,4.0,10.5,cluster0
1697219251.866,45.764,1800.0,3.4,10.5,cluster0
1697219252.368,46.251,1800.0,2.5,10.6,cluster0
1697219252.871,45.764,1800.0,3.5,10.6,cluster0
1697219253.374,45.764,1000.0,4.5,10.5,cluster0
1697219253.878,45.277,1100.0,6.4,10.6,cluster0
1697219254.381,46.251,1800.0,16.5,10.1,cluster0
1697219254.884,46.738,1800.0,37.3,10.5,cluster0
1697219255.386,46.738,1800.0,3.0,10.5,cluster0
1697219255.889,46.251,1800.0,3.5,10.5,cluster0
1697219256.391,45.277,1800.0,2.5,10.5,cluster0
1697219256.894,46.738,1800.0,4.0,10.5,cluster0
1697219257.396,45.277,1800.0,3.0,10.5,cluster0
1697219257.899,45.277,1800.0,4.0,10.5,cluster0
1697219258.401,45.764,1800.0,2.5,10.5,cluster0
1697219258.904,45.277,1800.0,4.5,10.5,cluster0
1697219259.408,45.764,900.0,3.5,10.6,cluster0
1697219259.913,45.764,700.0,5.9,10.6,cluster0
1697219260.416,45.764,1800.0,21.0,10.2,cluster0
1697219260.918,46.738,1800.0,33.5,10.5,cluster0
1697219261.421,45.277,1800.0,4.0,10.5,cluster0
1697219261.923,46.251,1800.0,3.5,10.5,cluster0
1697219262.426,45.764,1800.0,3.5,10.5,cluster0
1697219262.928,44.79,1800.0,2.5,10.5,cluster0
1697219263.431,45.277,1800.0,3.0,10.5,cluster0
1697219263.933,45.277,1800.0,3.9,10.5,cluster0
1697219264.436,45.764,1800.0,5.0,10.6,cluster0
1697219264.938,45.764,1800.0,3.0,10.6,cluster0
1697219265.443,44.79,700.0,3.4,10.6,cluster0
1697219265.949,45.277,600.0,4.0,10.6,cluster0
1697219266.452,46.738,1800.0,25.9,10.3,cluster0
1697219266.954,45.764,1800.0,27.5,10.5,cluster0
1697219267.457,46.738,1800.0,3.5,10.5,cluster0
1697219267.96,45.277,1800.0,3.4,10.5,cluster0
1697219268.463,45.764,1800.0,3.5,10.5,cluster0
1697219268.965,45.277,1800.0,3.5,10.5,cluster0
1697219269.468,45.277,1800.0,3.5,10.6,cluster0
1697219269.97,44.79,1800.0,3.5,10.6,cluster0
1697219270.473,44.79,1800.0,3.0,10.6,cluster0
1697219270.975,44.79,1800.0,4.5,10.6,cluster0
1697219271.48,45.764,700.0,4.0,10.6,cluster0
1697219271.986,44.303,700.0,4.9,10.6,cluster0
1697219272.488,46.251,1800.0,18.5,10.1,cluster0
1697219272.991,46.738,1800.0,36.3,10.5,cluster0
1697219273.494,46.251,1800.0,3.0,10.5,cluster0
1697219273.996,45.277,1800.0,3.5,10.5,cluster0
1697219274.499,45.764,1800.0,3.5,10.5,cluster0
1697219275.001,46.738,1800.0,3.5,10.6,cluster0
1697219275.504,44.79,1800.0,2.5,10.6,cluster0
1697219276.006,44.79,1800.0,3.0,10.6,cluster0
1697219276.509,45.764,1800.0,3.0,10.6,cluster0
1697219277.011,45.277,1800.0,4.0,10.6,cluster0
1697219277.517,45.277,600.0,3.4,10.6,cluster0
1697219278.022,43.816,600.0,4.0,10.6,cluster0
1697219278.525,45.764,1800.0,13.8,9.9,cluster0
1697219279.029,47.225,1800.0,36.9,10.4,cluster0
1697219279.532,45.764,1800.0,10.0,10.5,cluster0
1697219280.035,45.764,1800.0,3.0,10.5,cluster0
1697219280.537,45.764,1800.0,3.5,10.5,cluster0
1697219281.04,45.764,1800.0,4.4,10.5,cluster0
1697219281.542,46.251,1800.0,3.5,10.5,cluster0
1697219282.045,45.277,1800.0,3.5,10.5,cluster0
1697219282.547,45.764,1800.0,3.0,10.5,cluster0
1697219283.05,45.277,1800.0,3.0,10.5,cluster0
1697219283.554,44.79,800.0,3.5,10.5,cluster0
1697219284.06,44.303,600.0,6.4,10.5,cluster0
1697219284.563,46.251,1800.0,18.9,10.1,cluster0
1697219285.065,47.225,1800.0,36.3,10.5,cluster0
1697219285.568,45.277,1800.0,3.9,10.5,cluster0
1697219286.071,44.303,1800.0,3.0,10.5,cluster0
1697219286.573,45.277,1800.0,3.0,10.5,cluster0
1697219287.076,45.764,1800.0,3.4,10.5,cluster0
1697219287.578,45.277,1800.0,3.5,10.5,cluster0
1697219288.081,45.277,1800.0,3.0,10.5,cluster0
1697219288.583,44.79,1800.0,3.0,10.5,cluster0
1697219289.086,45.277,1800.0,3.5,10.5,cluster0
1697219289.591,45.764,600.0,3.5,10.5,cluster0
1697219290.097,45.277,600.0,4.9,10.5,cluster0
1697219290.6,45.277,1800.0,23.9,10.2,cluster0
1697219291.103,45.764,1800.0,31.5,10.5,cluster0
1697219291.605,46.251,1800.0,4.9,10.5,cluster0
1697219292.108,45.277,1800.0,2.5,10.5,cluster0
1697219292.61,45.277,1800.0,3.9,10.5,cluster0
1697219293.113,44.79,1800.0,3.0,10.5,cluster0
1697219293.615,45.764,1800.0,4.5,10.6,cluster0
1697219294.118,46.251,1800.0,4.5,10.6,cluster0
1697219294.62,45.277,1800.0,3.5,10.6,cluster0
1697219295.123,45.277,1800.0,3.5,10.6,cluster0
1697219295.628,44.79,600.0,4.0,10.6,cluster0
1697219296.136,43.816,600.0,4.9,10.6,cluster0
1697219296.641,45.277,1800.0,27.9,10.3,cluster0
1697219297.143,46.251,1800.0,27.5,10.5,cluster0
1697219297.646,45.277,1800.0,4.0,10.5,cluster0
1697219298.148,45.764,1800.0,3.0,10.5,cluster0
1697219298.651,45.764,1800.0,3.5,10.5,cluster0
1697219299.153,45.277,1800.0,3.0,10.5,cluster0
1697219299.656,45.277,1800.0,4.4,10.5,cluster0
1697219300.158,45.277,1800.0,3.5,10.5,cluster0
1697219300.661,46.738,1800.0,3.0,10.5,cluster0
1697219301.164,45.764,1800.0,3.5,10.5,cluster0
1697219301.669,44.303,625.0,4.9,10.6,cluster0
1697219302.175,45.277,600.0,7.4,10.4,cluster0
1697219302.678,46.738,1800.0,28.2,10.3,cluster0
1697219303.18,46.251,1800.0,22.4,10.5,cluster0
1697219303.683,45.764,1800.0,5.4,10.5,cluster0
1697219304.186,46.251,1800.0,3.5,10.5,cluster0
1697219304.688,44.303,1800.0,3.0,10.5,cluster0
1697219305.191,45.277,1800.0,3.5,10.5,cluster0
1697219305.693,45.764,1800.0,5.0,10.5,cluster0
1697219306.196,44.303,1800.0,3.5,10.5,cluster0
1697219306.699,44.79,1800.0,4.0,10.5,cluster0
1697219307.204,45.277,700.0,3.0,10.5,cluster0
1697219307.71,45.764,600.0,6.9,10.5,cluster0
1697219308.215,44.79,600.0,5.4,10.5,cluster0
1697219308.718,45.764,1800.0,24.0,10.3,cluster0
1697219309.221,45.764,1800.0,31.0,10.5,cluster0
1697219309.724,46.251,1800.0,3.5,10.5,cluster0
1697219310.226,46.251,1800.0,3.0,10.5,cluster0
1697219310.729,45.277,1800.0,3.0,10.5,cluster0
1697219311.231,45.764,1800.0,4.0,10.5,cluster0
1697219311.734,45.764,1800.0,3.0,10.5,cluster0
1697219312.236,45.764,1800.0,3.0,10.5,cluster0
1697219312.739,45.764,1800.0,3.5,10.5,cluster0
1697219313.242,45.764,1800.0,2.5,10.6,cluster0
1697219313.747,45.764,600.0,6.4,10.5,cluster0
1697219314.251,45.277,900.0,4.5,10.6,cluster0
1697219314.754,46.251,1800.0,18.3,10.1,cluster0
1697219315.256,46.251,1800.0,37.5,10.5,cluster0
1697219315.759,45.764,1800.0,4.0,10.5,cluster0
1697219316.261,45.277,1800.0,3.0,10.5,cluster0
1697219316.764,45.277,1800.0,2.5,10.6,cluster0
1697219317.267,45.764,1800.0,4.4,10.6,cluster0
1697219317.769,46.251,1800.0,4.0,10.6,cluster0
1697219318.272,45.764,1800.0,4.0,10.5,cluster0
1697219318.774,45.764,1800.0,2.5,10.6,cluster0
1697219319.277,45.764,1800.0,3.0,10.5,cluster0
1697219319.781,45.764,900.0,5.4,10.6,cluster0
1697219320.286,45.764,750.0,4.4,10.6,cluster0
1697219320.789,45.764,1800.0,22.0,10.2,cluster0
1697219321.291,45.764,1800.0,31.3,10.5,cluster0
1697219321.794,45.277,1800.0,3.5,10.5,cluster0
1697219322.296,45.764,1800.0,3.5,10.5,cluster0
1697219322.799,46.738,1800.0,3.0,10.5,cluster0
1697219323.301,45.277,1800.0,3.0,10.5,cluster0
1697219323.804,45.764,1800.0,2.0,10.5,cluster0
1697219324.306,45.277,1800.0,5.4,10.5,cluster0
1697219324.809,45.277,1800.0,3.5,10.5,cluster0
1697219325.312,44.79,1800.0,3.0,10.5,cluster0
1697219325.816,44.79,800.0,3.5,10.5,cluster0
1697219326.32,44.303,900.0,4.4,10.5,cluster0
1697219326.823,46.251,1800.0,16.0,10.0,cluster0
1697219327.326,45.764,1800.0,36.3,10.4,cluster0
1697219327.828,45.764,1800.0,6.0,10.5,cluster0
1697219328.331,46.251,1800.0,4.0,10.5,cluster0
1697219328.833,45.277,1800.0,2.5,10.5,cluster0
1697219329.336,44.79,1800.0,2.5,10.5,cluster0
1697219329.838,44.79,1800.0,3.5,10.5,cluster0
1697219330.341,44.79,1800.0,2.5,10.5,cluster0
1697219330.844,45.277,1800.0,3.9,10.5,cluster0
1697219331.346,45.764,1800.0,3.0,10.5,cluster0
1697219331.85,45.277,800.0,3.5,10.5,cluster0
1697219332.355,44.303,900.0,5.4,10.5,cluster0
1697219332.857,45.277,1800.0,7.9,9.4,cluster0
1697219333.36,45.277,1800.0,28.4,10.3,cluster0
1697219333.863,45.764,1800.0,20.0,10.5,cluster0
1697219334.365,44.79,1800.0,2.5,10.5,cluster0
1697219334.868,45.764,1800.0,5.0,10.5,cluster0
1697219335.37,45.277,1800.0,3.0,10.5,cluster0
1697219335.873,46.251,1800.0,2.5,10.5,cluster0
1697219336.375,45.277,1800.0,3.5,10.5,cluster0
1697219336.878,45.764,1800.0,4.5,10.5,cluster0
1697219337.38,46.251,1800.0,3.0,10.5,cluster0
1697219337.885,45.277,700.0,3.9,10.5,cluster0
1697219338.39,44.79,800.0,4.9,10.5,cluster0
1697219338.894,45.277,800.0,4.5,10.5,cluster0
1697219339.398,46.251,1800.0,26.0,10.3,cluster0
1697219339.901,44.303,1800.0,26.0,10.5,cluster0
1697219340.403,45.277,1800.0,4.0,10.5,cluster0
1697219340.906,46.738,1800.0,4.5,10.5,cluster0
1697219341.409,45.764,1800.0,5.0,10.5,cluster0
1697219341.911,45.277,1800.0,3.5,10.5,cluster0
1697219342.414,45.277,1800.0,4.0,10.6,cluster0
1697219342.916,44.79,1800.0,3.5,10.6,cluster0
1697219343.419,45.277,1800.0,4.5,10.5,cluster0
1697219343.921,45.277,1800.0,3.5,10.5,cluster0
1697219344.426,45.764,700.0,5.4,10.5,cluster0
1697219344.932,45.277,700.0,7.5,10.3,cluster0
1697219345.435,45.764,1800.0,29.4,10.4,cluster0
1697219345.938,46.251,1800.0,22.0,10.5,cluster0
1697219346.44,45.277,1800.0,2.5,10.5,cluster0
1697219346.943,45.277,1800.0,3.0,10.5,cluster0
1697219347.445,46.251,1800.0,4.0,10.5,cluster0
1697219347.948,45.764,1800.0,3.9,10.5,cluster0
1697219348.45,44.79,1800.0,3.0,10.5,cluster0
1697219348.952,45.764,1800.0,3.0,10.5,cluster0
1697219349.455,46.251,1800.0,3.5,10.5,cluster0
1697219349.957,44.79,1800.0,3.5,10.5,cluster0
1697219350.462,45.277,700.0,4.0,10.5,cluster0
1697219350.968,45.764,600.0,3.9,10.5,cluster0
1697219351.473,46.738,1800.0,25.4,10.3,cluster0
1697219351.976,46.251,1800.0,27.0,10.5,cluster0
1697219352.478,45.764,1800.0,3.0,10.5,cluster0
1697219352.981,45.764,1800.0,3.5,10.5,cluster0
1697219353.484,45.277,1800.0,4.0,10.5,cluster0
1697219353.986,46.251,1800.0,3.5,10.4,cluster0
1697219354.489,46.251,1800.0,4.5,10.5,cluster0
1697219354.991,45.764,1800.0,3.5,10.5,cluster0
1697219355.494,45.764,1800.0,3.5,10.5,cluster0
1697219355.996,45.277,1800.0,3.0,10.5,cluster0
1697219356.502,44.303,600.0,5.4,10.5,cluster0
1697219357.008,45.764,700.0,6.4,10.4,cluster0
1697219357.511,45.277,1800.0,28.9,10.4,cluster0
1697219358.014,45.764,1800.0,23.9,10.5,cluster0
1697219358.516,45.764,1800.0,4.5,10.5,cluster0
1697219359.019,45.277,1800.0,3.5,10.5,cluster0
1697219359.521,45.764,1800.0,3.0,10.5,cluster0
1697219360.024,44.303,1800.0,3.5,10.5,cluster0
1697219360.527,46.251,1800.0,3.0,10.5,cluster0
1697219361.029,45.764,1800.0,3.0,10.5,cluster0
1697219361.532,45.277,1800.0,3.5,10.5,cluster0
1697219362.034,45.277,1800.0,4.0,10.5,cluster0
1697219362.54,45.277,600.0,3.9,10.6,cluster0
1697219363.044,45.277,1800.0,11.0,9.6,cluster0
1697219363.547,46.738,1800.0,30.7,10.4,cluster0
1697219364.05,45.277,1800.0,15.6,10.5,cluster0
1697219364.553,46.251,1800.0,4.0,10.5,cluster0
1697219365.055,45.764,1800.0,3.5,10.5,cluster0
1697219365.558,44.303,1800.0,3.5,10.5,cluster0
1697219366.06,46.251,1800.0,3.0,10.5,cluster0
1697219366.563,45.277,1800.0,3.0,10.5,cluster0
1697219367.065,45.277,1800.0,3.5,10.5,cluster0
1697219367.568,44.303,1800.0,2.5,10.5,cluster0
1697219368.072,45.764,800.0,3.9,10.5,cluster0
1697219368.578,44.303,600.0,3.0,10.5,cluster0
1697219369.08,46.251,1800.0,17.9,10.0,cluster0
1697219369.583,45.764,1800.0,37.3,10.5,cluster0
1697219370.086,46.251,1800.0,2.0,10.5,cluster0
1697219370.588,45.277,1800.0,2.0,10.5,cluster0
1697219371.091,46.738,1800.0,4.4,10.5,cluster0
1697219371.593,46.251,1800.0,2.5,10.5,cluster0
1697219372.096,45.277,1800.0,3.0,10.5,cluster0
1697219372.598,45.764,1800.0,2.5,10.5,cluster0
1697219373.101,44.79,1800.0,3.0,10.5,cluster0
1697219373.603,46.251,1800.0,2.5,10.5,cluster0
1697219374.109,45.764,600.0,4.5,10.5,cluster0
1697219374.614,44.79,600.0,4.9,10.5,cluster0
1697219375.118,45.764,1800.0,11.9,9.8,cluster0
1697219375.622,46.251,1800.0,32.7,10.4,cluster0
1697219376.125,45.764,1800.0,13.4,10.5,cluster0
1697219376.628,45.277,1800.0,4.0,10.5,cluster0
1697219377.13,46.251,1800.0,3.0,10.5,cluster0
1697219377.633,46.251,1800.0,3.5,10.5,cluster0
1697219378.135,44.79,1800.0,4.0,10.5,cluster0
1697219378.638,44.79,1800.0,4.0,10.5,cluster0
1697219379.14,45.764,1800.0,2.5,10.5,cluster0
1697219379.643,45.277,1800.0,4.9,10.5,cluster0
1697219380.148,44.79,700.0,3.0,10.5,cluster0
1697219380.653,44.79,600.0,4.9,10.5,cluster0
1697219381.16,44.79,600.0,5.4,10.4,cluster0
1697219381.664,46.738,1800.0,29.9,10.2,cluster0
1697219382.166,45.764,1800.0,25.0,10.5,cluster0
1697219382.669,45.764,1800.0,3.5,10.5,cluster0
1697219383.172,46.251,1800.0,3.5,10.5,cluster0
1697219383.674,45.277,1800.0,4.5,10.5,cluster0
1697219384.177,46.251,1800.0,4.0,10.5,cluster0
1697219384.679,46.251,1800.0,3.4,10.5,cluster0
1697219385.182,46.251,1800.0,4.0,10.5,cluster0
1697219385.684,45.764,1800.0,3.5,10.5,cluster0
1697219386.187,45.277,1800.0,4.0,10.5,cluster0
1697219386.693,44.303,600.0,3.5,10.5,cluster0
1697219387.199,45.764,600.0,4.5,10.5,cluster0
1697219387.701,45.764,1800.0,24.4,10.2,cluster0
1697219388.204,45.277,1800.0,31.7,10.5,cluster0
1697219388.707,44.79,1800.0,3.0,10.5,cluster0
1697219389.209,45.764,1800.0,2.5,10.5,cluster0
1697219389.712,45.764,1800.0,4.5,10.5,cluster0
1697219390.214,44.303,1800.0,2.5,10.5,cluster0
1697219390.717,46.251,1800.0,4.0,10.5,cluster0
1697219391.22,45.764,1800.0,3.9,10.5,cluster0
1697219391.722,45.277,1800.0,3.5,10.5,cluster0
1697219392.225,45.277,1800.0,2.5,10.5,cluster0
1697219392.73,45.277,600.0,4.0,10.5,cluster0
1697219393.235,44.303,900.0,4.9,10.5,cluster0
1697219393.738,46.251,1800.0,16.3,10.0,cluster0
1697219394.241,46.738,1800.0,36.4,10.4,cluster0
1697219394.743,45.764,1800.0,6.0,10.5,cluster0
1697219395.246,45.764,1800.0,4.0,10.5,cluster0
1697219395.748,45.764,1800.0,3.0,10.5,cluster0
1697219396.251,45.277,1800.0,3.5,10.5,cluster0
1697219396.753,45.764,1800.0,3.0,10.5,cluster0
1697219397.256,45.764,1800.0,3.5,10.5,cluster0
1697219397.758,46.251,1800.0,3.5,10.5,cluster0
1697219398.261,44.79,1800.0,3.0,10.5,cluster0
1697219398.765,45.277,900.0,4.0,10.5,cluster0
1697219399.269,44.303,800.0,5.0,10.5,cluster0
1697219399.775,45.764,700.0,5.9,10.5,cluster0
1697219400.278,46.251,1800.0,28.5,10.3,cluster0
1697219400.781,45.277,1800.0,24.6,10.5,cluster0
1697219401.284,46.251,1800.0,5.4,10.5,cluster0
1697219401.786,45.764,1800.0,3.5,10.5,cluster0
1697219402.289,45.277,1800.0,4.0,10.5,cluster0
1697219402.791,45.764,1800.0,3.5,10.5,cluster0
1697219403.294,45.764,1800.0,4.0,10.5,cluster0
1697219403.797,44.79,1800.0,3.5,10.5,cluster0
1697219404.299,45.277,1800.0,4.4,10.5,cluster0
1697219404.802,46.251,1800.0,3.5,10.5,cluster0
1697219405.306,45.277,900.0,5.0,10.5,cluster0
1697219405.809,45.764,1100.0,5.0,10.5,cluster0
1697219406.312,46.251,1800.0,20.8,10.1,cluster0
1697219406.815,46.251,1800.0,34.5,10.5,cluster0
1697219407.317,45.277,1800.0,4.0,10.5,cluster0
1697219407.82,45.277,1800.0,3.0,10.5,cluster0
1697219408.322,45.764,1800.0,3.0,10.5,cluster0
1697219408.825,46.251,1800.0,3.5,10.5,cluster0
1697219409.327,45.764,1800.0,3.5,10.5,cluster0
1697219409.83,44.79,1800.0,2.5,10.5,cluster0
