Temps,Temperature,Frequency,Cpu_usage,Cpu_memory,Classe
1697227254.813,44.303,1800.0,0.0,10.3,normal
1697227255.316,45.277,1800.0,0.0,10.3,normal
1697227255.818,44.79,1800.0,0.0,10.3,normal
1697227256.321,43.816,1800.0,1.5,10.3,normal
1697227256.823,43.816,1800.0,0.0,10.3,normal
1697227257.329,44.79,600.0,0.5,10.3,normal
1697227257.834,44.79,600.0,0.0,10.3,normal
1697227258.338,45.764,1800.0,24.4,10.1,normal
1697227258.84,45.277,1800.0,22.1,10.3,normal
1697227259.343,45.764,1800.0,0.5,10.3,normal
1697227259.845,45.277,1800.0,0.0,10.3,normal
1697227260.348,44.79,1800.0,0.5,10.3,normal
1697227260.85,44.79,1800.0,0.5,10.3,normal
1697227261.353,43.816,1800.0,2.5,10.3,normal
1697227261.856,45.277,1800.0,0.5,10.3,normal
1697227262.358,45.764,1800.0,0.0,10.3,normal
1697227262.86,43.816,1800.0,0.0,10.3,normal
1697227263.365,43.329,600.0,0.0,10.3,normal
1697227263.876,43.329,1800.0,8.8,9.8,normal
1697227264.38,46.251,1800.0,32.5,10.3,normal
1697227264.882,44.79,1800.0,5.5,10.3,normal
1697227265.385,45.277,1800.0,0.0,10.3,normal
1697227265.887,45.764,1800.0,0.5,10.3,normal
1697227266.39,44.79,1800.0,1.0,10.3,normal
1697227266.892,44.303,1800.0,0.0,10.3,normal
1697227267.395,45.764,1800.0,0.0,10.3,normal
1697227267.897,44.79,1800.0,0.0,10.3,normal
1697227268.399,45.277,1800.0,0.5,10.3,normal
1697227268.904,44.303,600.0,0.0,10.3,normal
1697227269.41,44.303,600.0,0.0,10.3,normal
1697227269.913,44.79,1800.0,17.9,10.0,normal
1697227270.415,45.277,1800.0,30.2,10.3,normal
1697227270.918,44.79,1800.0,0.0,10.3,normal
1697227271.42,45.764,1800.0,1.5,10.3,normal
1697227271.922,44.79,1800.0,0.0,10.3,normal
1697227272.425,45.277,1800.0,0.0,10.3,normal
1697227272.927,44.79,1800.0,0.5,10.3,normal
1697227273.43,46.251,1800.0,0.0,10.3,normal
1697227273.932,44.79,1800.0,0.5,10.3,normal
1697227274.434,44.303,1800.0,0.0,10.3,normal
1697227274.939,45.277,600.0,0.0,10.3,normal
1697227275.445,44.79,600.0,0.5,10.3,normal
1697227275.949,45.277,1800.0,21.4,10.1,normal
1697227276.451,45.764,1800.0,25.1,10.4,normal
1697227276.954,45.764,1800.0,0.0,10.4,normal
1697227277.456,45.764,1800.0,0.0,10.4,normal
1697227277.958,45.277,1800.0,0.0,10.4,normal
1697227278.461,45.277,1800.0,0.0,10.4,normal
1697227278.963,44.79,1800.0,0.5,10.4,normal
1697227279.465,44.79,1800.0,0.0,10.4,normal
1697227279.967,44.79,1800.0,0.5,10.4,normal
1697227280.47,43.816,1800.0,0.0,10.4,normal
1697227280.975,44.303,600.0,0.0,10.4,normal
1697227281.48,44.303,1100.0,10.4,9.5,normal
1697227281.983,44.303,1800.0,27.4,10.2,normal
1697227282.486,45.277,1800.0,12.1,10.3,normal
1697227282.989,44.79,1800.0,0.0,10.3,normal
1697227283.491,45.277,1800.0,0.5,10.3,normal
1697227283.993,45.764,1800.0,0.0,10.3,normal
1697227284.496,44.79,1800.0,0.0,10.3,normal
1697227284.998,44.79,1800.0,0.0,10.3,normal
1697227285.5,45.764,1800.0,0.0,10.3,normal
1697227286.003,45.764,1800.0,0.0,10.3,normal
1697227286.505,44.79,1800.0,1.0,10.3,normal
1697227287.011,44.303,600.0,0.0,10.3,normal
1697227287.514,44.79,1800.0,13.9,9.9,normal
1697227288.016,47.225,1800.0,33.0,10.3,normal
1697227288.519,45.277,1800.0,0.5,10.3,normal
1697227289.021,44.79,1800.0,0.0,10.3,normal
1697227289.523,44.79,1800.0,0.0,10.3,normal
1697227290.026,45.764,1800.0,0.0,10.3,normal
1697227290.528,45.277,1800.0,0.0,10.3,normal
1697227291.03,45.277,1800.0,0.0,10.3,normal
1697227291.533,45.277,1800.0,1.5,10.3,normal
1697227292.035,44.79,1800.0,0.0,10.3,normal
1697227292.54,44.79,600.0,0.5,10.3,normal
1697227293.046,46.251,600.0,0.5,10.3,normal
1697227293.549,45.277,1800.0,21.6,10.1,normal
1697227294.052,45.277,1800.0,24.4,10.3,normal
1697227294.554,45.764,1800.0,0.0,10.3,normal
1697227295.057,45.277,1800.0,0.0,10.3,normal
1697227295.559,45.277,1800.0,0.0,10.3,normal
1697227296.061,44.303,1800.0,0.0,10.3,normal
1697227296.564,44.79,1800.0,1.0,10.3,normal
1697227297.067,45.277,1800.0,0.0,10.3,normal
1697227297.569,45.277,1800.0,0.5,10.3,normal
1697227298.071,45.277,1800.0,0.5,10.3,normal
1697227298.576,45.277,600.0,0.0,10.3,normal
1697227299.08,45.764,1200.0,6.5,9.4,normal
1697227299.588,45.764,1800.0,29.2,10.2,normal
1697227300.09,44.79,1800.0,10.5,10.3,normal
1697227300.593,45.764,1800.0,0.0,10.3,normal
1697227301.096,45.277,1800.0,4.5,10.3,normal
1697227301.599,44.79,1800.0,3.5,10.3,normal
1697227302.101,45.764,1800.0,4.4,10.3,normal
1697227302.604,45.764,1800.0,4.5,10.3,normal
1697227303.107,45.277,1800.0,8.0,10.3,normal
1697227303.609,45.764,1800.0,5.4,10.3,normal
1697227304.114,45.764,700.0,4.9,10.3,normal
1697227304.62,45.277,600.0,6.0,10.3,normal
1697227305.125,45.764,700.0,8.5,10.3,normal
1697227305.629,46.251,1800.0,29.7,10.1,normal
1697227306.132,46.738,1800.0,28.9,10.3,normal
1697227306.634,45.277,1800.0,3.5,10.3,normal
1697227307.137,45.277,1800.0,7.5,10.3,normal
1697227307.639,44.79,1800.0,4.5,10.3,normal
1697227308.142,45.764,1800.0,4.0,10.3,normal
1697227308.644,45.764,1800.0,3.5,10.3,normal
1697227309.147,45.764,1800.0,5.9,10.3,normal
1697227309.65,45.764,1800.0,3.0,10.4,normal
1697227310.152,46.738,1800.0,4.0,10.4,normal
1697227310.658,44.79,650.0,4.5,10.4,normal
1697227311.164,46.738,1100.0,13.9,9.2,normal
1697227311.668,46.251,1800.0,30.2,10.2,normal
1697227312.171,44.79,1800.0,19.9,10.3,normal
1697227312.673,45.764,1800.0,4.5,10.3,normal
1697227313.176,46.251,1800.0,5.0,10.3,normal
1697227313.678,45.764,1800.0,4.0,10.4,normal
1697227314.181,46.251,1800.0,5.4,10.4,normal
1697227314.684,45.277,1800.0,4.9,10.4,normal
1697227315.186,45.277,1800.0,5.5,10.4,normal
1697227315.689,45.764,1800.0,4.0,10.4,normal
1697227316.193,45.277,1525.0,4.5,10.4,normal
1697227316.698,45.764,800.0,7.9,10.4,normal
1697227317.201,46.251,1800.0,16.8,9.9,normal
1697227317.703,46.251,1800.0,37.2,10.3,normal
1697227318.206,46.251,1800.0,5.0,10.3,normal
1697227318.708,46.738,1800.0,3.0,10.3,normal
1697227319.211,45.764,1800.0,5.0,10.4,normal
1697227319.714,45.764,1800.0,3.0,10.4,normal
1697227320.216,46.251,1800.0,3.5,10.4,normal
1697227320.719,45.764,1800.0,4.5,10.4,normal
1697227321.221,45.277,1800.0,4.5,10.4,normal
1697227321.724,45.764,1800.0,3.5,10.4,normal
1697227322.228,46.738,800.0,5.4,10.4,normal
1697227322.733,45.764,900.0,5.4,10.4,normal
1697227323.236,45.764,1100.0,10.9,9.4,normal
1697227323.74,46.251,1800.0,26.4,10.2,normal
1697227324.243,46.251,1800.0,22.1,10.3,normal
1697227324.745,45.764,1800.0,4.0,10.3,normal
1697227325.248,45.764,1800.0,4.4,10.3,normal
1697227325.75,45.764,1800.0,4.5,10.3,normal
1697227326.253,47.225,1800.0,4.5,10.3,normal
1697227326.756,46.251,1800.0,4.0,10.3,normal
1697227327.258,45.277,1800.0,4.5,10.3,normal
1697227327.761,45.764,1800.0,5.0,10.3,normal
